x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,kelas
10006.0,1514.25,19.5,0.0,5.25,710.25,674.75,5.25,0.0,0.0,113.25,128.75,0.0,0.0,0.0,0.0,10.75,31.25,0.0,0.0,6.5,2071.5,736.25,1.0,0.0,3.75,479.25,224.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,4.5,21.75,0.0,0.0,5.5,1961.75,516.0,0.0,0.0,4.5,181.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.25,0.0,0.0,9.25,2090.0,3283.5,3498.0,1798.0,1250.0,1020.0,855.75,783.0,734.75,733.25,726.75,738.0,757.5,855.0,964.0,1136.5,1419.25,2104.5,7752.5,Batik Dayak
8401.0,2.0,0.0,0.0,216.5,139.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4218.5,5.75,0.0,0.0,78.0,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.75,0.0,0.0,0.0,5646.25,4.0,0.0,0.0,56.5,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.75,0.0,0.0,2.0,15755.25,10795.25,1870.25,711.75,481.25,411.25,338.5,237.0,274.0,234.5,1990.5,234.75,261.25,227.0,304.5,343.25,432.0,669.5,12259.0,Batik Dayak
10225.25,817.75,283.25,226.0,18.5,1013.25,316.0,278.25,0.0,8.75,922.75,28.25,0.0,0.0,11.75,1433.75,26.0,4.0,0.75,0.75,15.5,1360.25,84.5,39.0,0.0,7.25,108.0,13.0,0.0,0.0,9.0,635.75,0.0,0.0,0.0,0.0,0.0,13.25,3.75,0.0,0.0,8.75,1355.75,18.25,0.0,0.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,10.5,0.0,0.0,6.75,2875.0,4765.25,3500.0,1809.75,1267.5,989.25,873.0,793.25,767.75,706.75,1064.25,752.25,783.75,793.0,871.0,980.0,1240.25,1825.75,8101.75,Batik Dayak
2560.25,10.5,0.0,0.0,0.0,9.0,1.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.5,7.25,0.0,0.0,1017.5,445.75,797.5,261.75,0.0,0.0,119.5,88.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,608.5,478.75,80.75,0.0,344.75,1447.0,1144.75,38.0,0.0,0.0,4.5,15.5,0.0,0.0,0.0,0.0,3.0,68.0,5.5,0.0,105.75,256.75,68.5,0.25,0.0,0.0,134.5,385.75,784.75,2365.25,1834.75,1440.5,1104.0,975.5,848.75,776.75,780.75,729.5,738.75,783.75,865.5,985.0,1157.75,1484.0,2032.5,3560.25,Batik Dayak
8913.75,1414.25,0.0,0.0,2.5,865.75,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.25,0.0,0.0,0.5,3516.0,2113.75,0.0,0.0,0.0,1121.5,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,696.5,607.75,0.0,0.0,0.0,33.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4583.0,4615.5,1683.5,958.0,634.0,480.0,372.25,339.5,309.25,331.5,324.5,347.0,416.75,502.25,657.75,967.5,1804.25,9062.75,Batik Dayak
2015.0,122.75,0.25,0.0,9.25,84.75,103.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,608.75,405.5,0.0,0.0,458.0,1454.25,775.25,4.25,0.0,97.0,386.25,278.5,0.0,0.0,7.25,35.25,87.0,0.0,0.0,0.0,746.5,328.25,134.0,1.5,0.0,141.5,783.25,348.0,0.0,0.0,119.0,269.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,50.5,44.75,0.0,0.0,46.0,156.75,998.5,2428.5,2099.25,1779.75,1601.0,1506.5,1371.5,1236.5,1248.0,1196.5,1196.5,1263.0,1334.5,1451.5,1576.0,1782.75,1961.5,3258.0,Batik Dayak
1470.0,2.75,3.5,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.5,30.25,121.0,0.0,480.75,1224.0,433.25,0.25,0.0,9.25,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.25,1437.0,51.5,0.5,129.75,2145.75,2599.0,3.25,0.0,0.25,89.5,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,521.0,2.25,0.0,0.0,447.5,307.0,817.5,2345.25,1908.75,1579.0,1392.25,1230.25,1161.25,1105.5,1058.0,1078.75,1113.75,1138.5,1205.5,1396.0,1580.25,1909.0,2385.5,4431.75,Batik Dayak
7683.0,516.75,0.0,0.0,1.75,1366.75,535.0,0.0,0.0,0.0,989.25,1587.75,0.0,0.0,0.0,4353.0,1.75,1.25,0.0,0.0,1.0,4.5,0.0,0.0,0.0,0.5,28.75,39.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.75,0.75,0.0,0.0,0.0,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.75,0.0,0.0,0.75,229.75,2566.75,4146.0,2480.75,1718.0,1252.25,1100.5,914.75,789.5,784.25,767.5,744.0,831.0,942.0,1080.25,1280.75,1726.75,2622.0,6615.0,Batik Dayak
6298.75,635.25,178.5,1.5,218.5,198.5,473.0,118.75,0.0,3.25,63.5,443.0,0.0,0.0,0.0,0.75,521.5,28.25,54.25,5.75,550.5,591.25,160.75,6.0,162.75,37.75,116.5,312.0,0.0,0.0,0.0,10.0,136.5,0.25,0.0,0.0,144.75,98.0,7.0,2.0,26.75,101.25,712.0,126.0,0.0,0.0,12.25,76.0,8.25,0.0,0.0,0.0,14.25,2.5,0.0,0.0,0.0,11.25,116.25,9.5,0.0,0.0,131.25,1916.0,1953.0,3263.25,2162.5,1762.25,1512.25,1357.75,1277.75,1150.25,1127.5,1146.25,1103.0,1123.25,1202.75,1281.0,1505.5,1847.5,2278.25,5599.25,Batik Dayak
2056.5,443.0,0.0,0.0,13.25,157.25,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,139.75,0.0,0.0,9.25,7360.5,2267.75,1.75,0.0,2.0,389.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,130.0,0.0,0.0,51.5,4604.0,286.0,0.0,0.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,20.5,0.0,0.0,57.0,591.75,3909.75,4451.5,1812.75,1001.75,704.75,534.5,409.75,357.0,342.75,350.0,343.75,377.75,401.75,509.25,707.5,996.0,1805.0,7897.5,Batik Dayak
4471.0,2038.25,1040.5,75.5,4.75,523.25,344.0,20.5,0.0,0.0,24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.25,7.5,1090.25,95.25,2.75,0.0,20.25,125.25,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.75,361.5,2.0,0.0,0.0,12.75,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,878.5,1500.0,3566.5,2747.5,2194.5,1928.75,1717.0,1580.0,1492.25,1468.0,1472.0,1484.0,1583.25,1622.25,1867.5,2083.5,2442.5,3125.5,5330.75,Batik Dayak
2478.0,1057.25,2620.25,45.0,0.0,36.75,237.25,30.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,49.0,30.0,5.25,0.25,428.5,2032.5,1262.75,0.0,0.0,59.75,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,80.5,14.5,0.0,2.25,857.25,2255.25,0.0,0.0,0.0,119.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,67.0,0.0,0.0,12.0,337.5,1847.5,3967.25,2428.5,1571.0,1159.25,889.25,776.25,679.25,692.5,655.75,683.5,689.25,736.25,955.25,1170.5,1544.5,2448.5,6311.25,Batik Dayak
8549.75,16.5,0.0,0.0,303.25,224.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.75,5.75,0.0,0.0,43.25,4032.5,8.5,0.0,0.0,284.25,274.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,27.5,9.5,0.0,0.0,27.75,4409.5,17.75,0.0,0.0,342.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5,8.75,0.0,0.0,72.75,3303.25,5300.75,3777.0,1849.0,1257.5,983.0,790.5,698.25,618.25,587.5,640.75,588.0,644.75,670.5,794.75,925.0,1213.25,1770.0,8397.75,Batik Dayak
3690.25,241.25,395.0,3.25,6.75,29.75,52.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.5,6.0,3.0,0.25,126.5,1577.5,1250.0,259.0,0.0,13.25,276.25,103.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.25,67.75,8.75,14.75,2.25,473.25,1330.75,2176.25,0.0,0.0,50.0,1102.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.25,16.25,0.0,0.0,191.0,1586.25,2000.75,3224.5,2105.5,1660.75,1314.75,1190.75,1100.5,1066.75,1016.0,927.75,1031.75,1043.0,1127.5,1255.5,1461.5,1687.0,2222.5,5913.75,Batik Dayak
2648.0,502.5,8.5,0.0,26.5,432.0,799.75,37.75,0.0,2.75,472.0,52.5,0.0,0.0,0.0,0.0,105.0,36.0,0.0,0.0,26.5,1093.0,1741.5,57.5,93.75,1735.25,2413.5,101.5,0.0,0.0,37.0,3.75,0.0,0.0,0.0,0.0,0.0,2.5,9.75,0.0,34.0,140.75,461.5,29.5,0.0,1.75,82.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0,2868.5,2306.0,1992.75,1622.75,1487.0,1386.5,1304.5,1242.75,1285.25,1283.75,1319.5,1440.25,1617.0,1797.5,2142.0,2710.0,4378.25,Batik Dayak
5387.5,158.5,0.0,0.0,0.0,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,17.0,0.0,0.0,0.0,3515.0,220.25,0.0,0.0,0.0,104.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,23.0,0.0,0.0,0.0,5940.25,308.25,0.0,0.0,0.0,1242.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,23.25,0.0,0.0,0.0,10476.0,8640.75,2165.75,1259.5,963.5,790.0,755.25,544.0,503.25,443.0,4378.25,403.75,460.25,467.5,635.75,587.75,764.25,960.5,9878.5,Batik Dayak
3690.25,241.25,395.0,3.25,6.75,29.75,52.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.5,6.0,3.0,0.25,126.5,1577.5,1250.0,259.0,0.0,13.25,276.25,103.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.25,67.75,8.75,14.75,2.25,473.25,1330.75,2176.25,0.0,0.0,50.0,1102.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.25,16.25,0.0,0.0,191.0,1586.25,2000.75,3224.5,2105.5,1660.75,1314.75,1190.75,1100.5,1066.75,1016.0,927.75,1031.75,1043.0,1127.5,1255.5,1461.5,1687.0,2222.5,5913.75,Batik Dayak
11473.5,722.25,0.0,0.0,533.0,1366.75,2652.0,0.0,0.0,0.0,437.25,409.0,0.0,0.0,0.0,1450.0,0.0,0.0,0.0,0.0,273.0,37.25,4.75,0.0,7.5,16.0,25.75,28.25,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3065.25,4441.0,2372.0,1711.5,1402.5,1216.25,1102.0,1030.0,1042.75,1047.75,1066.0,1121.75,1139.5,1240.5,1464.0,1867.5,2573.75,8715.75,Batik Dayak
5387.5,158.5,0.0,0.0,0.0,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,17.0,0.0,0.0,0.0,3515.0,220.25,0.0,0.0,0.0,104.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,23.0,0.0,0.0,0.0,5940.25,308.25,0.0,0.0,0.0,1242.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,23.25,0.0,0.0,0.0,10476.0,8640.75,2165.75,1259.5,963.5,790.0,755.25,544.0,503.25,443.0,4378.25,403.75,460.25,467.5,635.75,587.75,764.25,960.5,9878.5,Batik Dayak
8123.5,167.5,0.0,0.0,0.0,2241.75,180.5,0.0,0.0,0.0,2517.5,310.0,0.0,0.0,0.5,5196.25,26.0,0.0,0.0,0.0,1.0,105.25,0.5,0.0,0.0,0.0,15.0,3.5,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.75,14.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2715.25,4019.5,2185.25,1455.0,1070.5,828.75,694.0,624.5,602.5,1887.0,591.0,670.0,701.5,862.5,1112.75,1511.0,2322.25,6947.75,Batik Dayak
18517.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5142.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17395.25,19031.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1891.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18297.0,Batik Dayak
7683.0,516.75,0.0,0.0,1.75,1366.75,535.0,0.0,0.0,0.0,989.25,1587.75,0.0,0.0,0.0,4353.0,1.75,1.25,0.0,0.0,1.0,4.5,0.0,0.0,0.0,0.5,28.75,39.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.75,0.75,0.0,0.0,0.0,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.75,0.0,0.0,0.75,229.75,2566.75,4146.0,2480.75,1718.0,1252.25,1100.5,914.75,789.5,784.25,767.5,744.0,831.0,942.0,1080.25,1280.75,1726.75,2622.0,6615.0,Batik Dayak
5426.0,1417.5,278.0,18.5,107.0,507.75,170.5,69.0,0.25,18.5,21.0,19.75,0.0,0.0,0.0,0.0,20.75,37.75,8.5,0.0,14.25,798.25,484.75,14.25,1.25,66.0,258.0,27.5,0.0,0.25,96.25,24.0,0.0,0.0,0.0,0.0,0.0,4.75,29.25,0.0,0.0,12.0,1220.75,165.0,0.0,0.0,101.25,143.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,7.25,0.0,0.0,6.5,165.25,1426.5,3205.25,2381.75,1877.5,1534.5,1423.0,1232.25,1199.0,1209.0,1206.75,1196.25,1166.0,1219.75,1337.0,1471.0,1852.25,2372.0,4332.0,Batik Dayak
9694.5,526.25,0.0,0.0,3.5,1047.5,577.75,0.0,0.0,0.0,172.5,446.5,0.0,0.0,0.0,0.0,817.75,8.5,0.0,0.0,5.5,1610.75,185.75,0.0,0.0,8.25,944.25,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.75,8.25,0.0,0.0,1.5,1311.5,9.5,0.0,0.0,4.25,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,4.75,0.0,0.0,5.75,2400.5,4455.25,3291.75,1805.0,1242.75,933.25,762.5,705.25,624.75,598.25,1454.0,587.5,625.0,671.5,761.0,956.25,1295.0,1852.75,7576.5,Batik Dayak
5742.25,760.25,1.0,0.0,3.0,1233.5,200.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.25,16.5,4.25,0.0,192.25,1577.25,1265.5,40.5,0.0,17.0,505.25,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,197.5,21.25,0.0,0.0,390.75,1149.25,26.5,0.0,0.0,3.0,27.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,153.5,0.5,0.0,0.0,147.0,107.0,1854.0,3941.25,2483.0,1929.0,1531.0,1351.5,1290.25,1175.25,1125.0,1184.75,1125.5,1217.75,1215.0,1377.75,1578.25,1939.5,2508.0,5339.5,Batik Dayak
5414.25,675.0,75.5,0.0,22.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,62.25,56.25,0.0,74.0,3645.0,843.25,8.75,0.0,12.5,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,63.75,3.5,0.0,41.0,4739.0,621.75,0.0,0.0,17.0,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,63.25,0.0,0.0,101.5,4446.0,4579.5,3420.25,1580.75,1000.75,761.5,645.5,557.5,457.75,480.75,1195.25,457.0,496.5,530.75,645.0,775.0,1018.0,1600.75,8033.5,Batik Dayak
8069.75,184.75,0.75,4.75,41.5,294.5,18.25,2.75,0.0,0.0,0.5,6.0,0.0,0.0,0.0,0.0,218.5,49.5,1.25,2.5,285.0,1339.75,292.75,117.0,1.25,20.5,350.75,418.25,0.0,0.0,1.25,186.0,0.0,0.0,0.0,0.0,0.0,10.5,37.25,55.75,10.75,175.0,517.0,385.5,12.75,36.25,86.25,449.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,4.0,23.75,20.75,140.25,161.5,78.25,1970.0,2165.75,1871.75,1589.25,1446.0,1354.0,1209.0,1069.75,1041.0,4821.0,1089.0,1089.5,1211.25,1296.0,1382.5,1603.0,1847.75,3951.75,Batik Dayak
2957.75,0.0,1182.5,4062.0,0.0,0.0,113.0,48.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,505.25,1257.5,0.0,0.0,4.0,52.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,19.5,1894.75,0.0,0.0,0.0,103.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,8113.25,2216.75,3395.5,2182.25,1818.25,1537.0,1498.5,1390.5,1329.5,1414.25,3682.0,1334.75,1426.0,1402.25,1499.25,1501.0,1707.5,2192.0,5652.5,Batik Dayak
1744.25,330.5,196.25,0.0,0.5,32.0,131.75,10.0,0.0,0.0,30.0,64.75,0.0,0.0,0.0,0.0,112.5,25.75,75.5,1.75,32.25,936.5,485.25,29.75,0.0,16.0,489.0,177.5,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,131.25,16.0,11.75,0.0,16.25,4425.0,618.25,0.0,0.0,6.5,579.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,103.25,18.25,0.0,0.0,11.25,5083.5,4719.5,3256.5,2165.75,1582.0,1238.0,1103.75,899.5,886.25,787.25,2077.0,817.25,908.5,969.75,1192.25,1358.25,1609.25,2136.5,7678.5,Batik Dayak
9157.0,972.0,0.0,0.0,226.5,569.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.25,330.75,67.75,0.0,205.0,3539.0,357.75,0.0,0.0,194.0,227.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.75,75.25,0.0,0.0,86.25,2811.75,219.75,0.0,0.0,47.75,110.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.75,81.5,0.0,0.0,64.25,1949.75,5779.75,4493.25,2269.25,1429.0,1099.5,913.0,754.0,654.25,619.0,659.0,640.0,648.0,710.25,806.25,956.25,1307.25,2045.25,8105.25,Batik Dayak
23947.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5152.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3846.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11770.0,17920.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2185.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17396.25,Batik Dayak
5082.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387.25,1.25,0.0,0.0,490.5,2823.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146.75,2.0,0.0,0.0,192.25,1921.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359.75,4.75,0.0,0.0,797.25,8728.0,5629.0,3965.75,2037.75,1285.5,1008.5,801.5,661.0,568.5,512.5,696.25,527.75,585.75,611.75,838.75,993.25,1334.75,2147.5,9700.0,Batik Dayak
6070.75,141.75,0.0,0.0,0.0,80.25,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,20.0,0.25,0.0,1.0,1617.0,317.5,4.25,0.0,0.75,84.0,22.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,12.5,0.0,0.0,0.0,2368.25,357.25,0.0,0.0,1.75,123.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,122.5,0.0,0.0,0.0,17711.75,5861.25,2205.75,1358.5,1036.0,830.25,754.5,674.75,576.75,422.25,12907.0,458.75,506.0,615.5,755.75,875.0,986.25,1330.0,7962.75,Batik Dayak
9157.0,972.0,0.0,0.0,226.5,569.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.25,330.75,67.75,0.0,205.0,3539.0,357.75,0.0,0.0,194.0,227.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.75,75.25,0.0,0.0,86.25,2811.75,219.75,0.0,0.0,47.75,110.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.75,81.5,0.0,0.0,64.25,1949.75,5779.75,4493.25,2269.25,1429.0,1099.5,913.0,754.0,654.25,619.0,659.0,640.0,648.0,710.25,806.25,956.25,1307.25,2045.25,8105.25,Batik Dayak
4721.0,821.25,320.75,145.25,4.75,732.25,636.0,109.75,0.0,0.0,455.75,951.5,0.0,0.0,0.0,500.25,2.5,7.0,30.5,0.0,4.75,456.25,177.0,16.25,0.0,3.0,286.75,337.25,0.0,0.0,0.0,160.75,0.0,0.0,0.0,0.0,0.0,2.25,9.5,4.0,0.0,13.5,512.25,122.5,0.0,0.0,9.5,134.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,6.0,0.0,0.0,32.25,1913.5,1972.25,3380.75,2236.25,1619.5,1275.75,1095.25,971.5,866.75,858.0,806.25,799.0,858.0,973.75,1026.5,1255.75,1569.5,2140.0,4510.25,Batik Dayak
7881.5,20.5,0.0,0.0,235.75,191.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,53.75,4.5,0.0,0.0,43.0,3311.75,22.5,0.0,0.0,211.5,212.75,0.0,0.0,2.25,21.5,0.0,0.0,0.0,0.0,0.0,0.0,21.25,6.5,0.0,0.0,28.0,3399.75,35.25,0.0,0.0,273.0,189.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,6.0,0.0,0.0,88.25,3332.0,4197.25,3855.75,1926.5,1307.75,1159.5,948.5,871.5,798.25,761.5,1082.0,754.75,775.5,850.75,940.0,1013.0,1294.5,1752.25,7250.75,Batik Dayak
12928.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.75,10.5,0.0,0.0,35.75,1505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.75,7.5,0.0,0.0,31.0,983.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1903.5,32.5,0.0,0.0,62.5,6222.0,6780.5,3463.75,1878.75,1484.75,1283.25,1199.0,1086.5,1086.0,1071.0,1179.5,1119.75,1050.0,1107.75,1262.75,1271.0,1418.25,1812.0,9126.5,Batik Dayak
8210.5,277.25,58.25,0.0,47.5,1024.5,210.25,87.75,0.0,7.5,302.0,80.25,0.0,0.0,0.5,798.75,3.25,10.25,0.5,0.0,3.0,854.75,33.5,1.5,0.0,115.5,561.5,348.25,0.0,0.75,33.75,2633.5,0.0,0.0,0.0,0.0,0.5,5.75,3.0,0.0,64.25,96.5,746.5,23.0,0.0,0.0,21.5,151.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.5,12.0,0.0,1.25,1.25,2719.75,3444.5,3329.5,2068.0,1588.25,1292.5,1167.0,1071.5,1090.5,1056.5,1225.25,1039.5,1094.25,1169.75,1164.75,1304.75,1623.0,2131.75,6735.0,Batik Dayak
3483.75,27.75,0.0,0.0,21.25,90.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.25,6.5,0.0,0.0,11.5,4056.5,65.0,0.0,0.0,22.5,102.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75,11.0,0.0,0.0,8.25,2742.75,127.25,0.0,0.0,12.5,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2.5,0.0,0.0,9.0,30886.5,4174.75,1188.75,630.75,472.75,451.75,433.5,369.75,350.0,343.25,22246.75,334.0,370.25,411.25,479.75,497.0,548.0,648.0,5879.5,Batik Dayak
