Id,math score,reading score,writing score
1961890,39.0,45.0,43.0
1961891,86.0,85.0,91.0
1961892,76.0,82.0,76.0
1961893,45.0,60.0,65.0
1961894,88.0,74.0,75.0
1961895,53.0,55.0,62.0
1961896,,30.0,34.0
1961897,32.0,26.0,24.0
1961898,63.0,78.0,79.0
1961899,67.0,54.0,63.0
1961900,65.0,78.0,82.0
1961901,76.0,,80.0
1961902,65.0,70.0,66.0
1961903,34.0,48.0,41.0
1961904,93.0,100.0,100.0
1961905,60.0,75.0,75.0
1961906,79.0,69.0,69.0
1961907,51.0,43.0,45.0
1961908,79.0,84.0,91.0
1961909,60.0,67.0,64.0
1961910,70.0,64.0,70.0
1961911,45.0,37.0,43.0
1961912,62.0,75.0,73.0
1961913,52.0,61.0,66.0
1961914,47.0,62.0,66.0
1961915,41.0,54.0,49.0
1961916,61.0,63.0,59.0
1961917,100.0,100.0,100.0
1961918,39.0,54.0,46.0
1961919,57.0,77.0,80.0
1961920,91.0,,91.0
1961921,62.0,63.0,60.0
1961922,31.0,47.0,41.0
1961923,64.0,59.0,59.0
1961924,48.0,58.0,58.0
1961925,66.0,63.0,62.0
1961926,74.0,64.0,60.0
1961927,57.0,50.0,46.0
1961928,65.0,61.0,71.0
1961929,46.0,43.0,44.0
1961930,43.0,50.0,45.0
1961931,67.0,74.0,70.0
1961932,55.0,51.0,55.0
1961933,61.0,71.0,73.0
1961934,70.0,75.0,74.0
1961935,98.0,87.0,90.0
1961936,63.0,56.0,52.0
1961937,60.0,51.0,47.0
1961938,51.0,52.0,51.0
1961939,85.0,81.0,85.0
1961940,77.0,68.0,69.0
1961941,72.0,66.0,72.0
1961942,70.0,81.0,86.0
1961943,72.0,59.0,57.0
1961944,61.0,62.0,61.0
1961945,52.0,61.0,54.0
1961946,48.0,54.0,52.0
1961947,73.0,73.0,72.0
1961948,,52.0,54.0
1961949,49.0,50.0,52.0
1961950,57.0,75.0,73.0
1961951,84.0,,63.0
1961952,75.0,77.0,83.0
1961953,66.0,66.0,64.0
1961954,58.0,52.0,54.0
1961955,55.0,62.0,62.0
1961956,64.0,51.0,55.0
1961957,75.0,78.0,72.0
1961958,82.0,90.0,90.0
1961959,40.0,56.0,53.0
1961960,67.0,72.0,63.0
1961961,50.0,52.0,57.0
1961962,43.0,48.0,47.0
1961963,90.0,90.0,90.0
1961964,65.0,76.0,75.0
1961965,64.0,51.0,52.0
1961966,55.0,63.0,64.0
1961967,66.0,,64.0
1961968,56.0,56.0,54.0
1961969,61.0,68.0,60.0
1961970,67.0,,72.0
1961971,80.0,90.0,90.0
1961972,78.0,72.0,69.0
1961973,53.0,50.0,60.0
1961974,44.0,58.0,54.0
1961975,48.0,56.0,60.0
1961976,64.0,82.0,77.0
1961977,60.0,62.0,60.0
1961978,55.0,58.0,52.0
1961979,55.0,41.0,48.0
1961980,81.0,85.0,84.0
1961981,7.0,21.0,20.0
1961982,72.0,70.0,70.0
1961983,79.0,85.0,86.0
1961984,78.0,87.0,91.0
1961985,,67.0,73.0
1961986,,45.0,48.0
1961987,36.0,53.0,45.0
1961988,81.0,75.0,76.0
1961989,39.0,40.0,40.0
1961990,67.0,86.0,83.0
1961991,86.0,81.0,75.0
1961992,65.0,82.0,78.0
1961993,49.0,68.0,68.0
1961994,55.0,64.0,
1961995,56.0,56.0,55.0
1961996,88.0,99.0,95.0
1961997,55.0,49.0,49.0
1961998,59.0,71.0,65.0
1961999,68.0,78.0,77.0
1962000,69.0,77.0,77.0
