Id,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep
2163595,female,group C,high school,standard,none
2163596,female,group C,some college,standard,completed
2163597,female,group B,high school,standard,none
2163598,male,group C,some high school,free/reduced,completed
2163599,female,group E,some college,standard,none
2163600,male,group D,some high school,standard,completed
2163601,female,group A,some high school,standard,completed
2163602,female,group D,high school,free/reduced,none
2163603,male,group D,some high school,free/reduced,none
2163604,male,group D,some college,free/reduced,none
2163605,female,group C,associate's degree,free/reduced,none
2163606,female,group C,high school,free/reduced,none
2163607,female,group C,high school,free/reduced,completed
2163608,male,group B,some college,standard,completed
2163609,male,group D,master's degree,standard,none
2163610,female,group C,high school,free/reduced,completed
2163611,female,group C,some college,standard,completed
2163612,male,group D,some high school,standard,completed
2163613,female,group D,associate's degree,standard,none
2163614,female,group B,associate's degree,standard,none
2163615,male,group D,some college,standard,none
2163616,female,group D,high school,standard,completed
2163617,male,group D,master's degree,standard,none
2163618,female,group A,some college,standard,completed
2163619,female,group E,master's degree,free/reduced,none
2163620,female,group C,master's degree,standard,none
2163621,male,group C,some college,standard,completed
2163622,female,group C,some college,free/reduced,none
2163623,male,group C,high school,free/reduced,none
2163624,male,group B,associate's degree,standard,none
2163625,female,group C,high school,free/reduced,none
2163626,female,group A,some college,free/reduced,none
2163627,male,group C,some college,standard,completed
2163628,male,group B,some high school,standard,none
2163629,female,group E,high school,standard,completed
2163630,male,group B,associate's degree,standard,none
2163631,female,group B,some high school,standard,none
2163632,female,group A,associate's degree,standard,none
2163633,male,group C,some college,standard,none
2163634,female,group A,some college,standard,none
2163635,female,group D,some high school,standard,none
2163636,female,group D,some college,standard,completed
2163637,male,group B,high school,standard,none
2163638,female,group D,some college,free/reduced,completed
2163639,male,group D,some high school,standard,none
2163640,female,group D,bachelor's degree,standard,none
2163641,male,group C,some high school,free/reduced,none
2163642,female,group D,master's degree,free/reduced,none
2163643,male,group C,some college,free/reduced,completed
2163644,female,group C,some high school,standard,none
2163645,male,group D,associate's degree,standard,none
2163646,female,group B,high school,free/reduced,completed
2163647,female,group B,high school,free/reduced,none
2163648,female,group A,associate's degree,standard,completed
2163649,male,group E,bachelor's degree,standard,none
2163650,male,group C,some college,free/reduced,completed
2163651,male,group D,associate's degree,standard,none
2163652,female,group A,high school,free/reduced,none
2163653,female,group D,some college,standard,none
2163654,male,group D,master's degree,free/reduced,none
2163655,female,group B,some college,free/reduced,completed
2163656,male,group D,some college,free/reduced,completed
2163657,female,group A,high school,free/reduced,none
2163658,female,group D,associate's degree,free/reduced,none
2163659,male,group A,some high school,free/reduced,none
2163660,female,group E,associate's degree,standard,none
2163661,male,group E,some high school,standard,none
2163662,female,group C,some high school,free/reduced,none
2163663,female,group E,some college,free/reduced,completed
2163664,female,group A,bachelor's degree,free/reduced,none
2163665,female,group D,associate's degree,standard,none
2163666,female,group B,high school,standard,none
2163667,male,group C,some high school,standard,none
2163668,female,group E,high school,free/reduced,none
2163669,female,group D,high school,standard,none
2163670,male,group E,associate's degree,standard,none
2163671,female,group D,some high school,free/reduced,none
2163672,male,group C,bachelor's degree,free/reduced,none
2163673,female,group A,high school,standard,none
2163674,female,group E,high school,free/reduced,none
2163675,male,group B,high school,standard,completed
2163676,female,group C,some college,standard,none
2163677,female,group C,some high school,standard,completed
2163678,female,group B,high school,free/reduced,none
2163679,male,group B,some high school,standard,completed
2163680,male,group C,some college,standard,completed
2163681,female,group D,master's degree,free/reduced,completed
2163682,male,group B,associate's degree,free/reduced,completed
2163683,female,group C,master's degree,free/reduced,none
2163684,male,group D,some high school,standard,none
2163685,male,group C,associate's degree,free/reduced,none
2163686,male,group C,bachelor's degree,standard,none
2163687,female,group A,associate's degree,free/reduced,none
2163688,male,group B,high school,free/reduced,completed
2163689,male,group C,high school,standard,completed
2163690,male,group B,high school,standard,completed
2163691,male,group E,bachelor's degree,free/reduced,none
2163692,female,group A,high school,standard,none
2163693,female,group C,bachelor's degree,standard,none
2163694,female,group D,bachelor's degree,standard,none
2163695,female,group D,some college,standard,completed
2163696,female,group D,bachelor's degree,standard,completed
2163697,male,group B,associate's degree,standard,none
2163698,male,group C,associate's degree,standard,completed
2163699,female,group B,associate's degree,free/reduced,none
2163700,female,group D,master's degree,standard,none
2163701,female,group B,high school,standard,completed
2163702,female,group C,bachelor's degree,free/reduced,completed
2163703,male,group B,some college,standard,completed
2163704,male,group D,bachelor's degree,standard,none
2163705,male,group B,some college,standard,completed
2163706,male,group B,master's degree,free/reduced,completed
2163707,female,group D,some high school,standard,none
2163708,male,group A,some college,standard,none
2163709,male,group D,some college,standard,none
2163710,female,group C,some high school,standard,completed
2163711,male,group D,some college,free/reduced,none
2163712,female,group D,high school,free/reduced,none
2163713,male,group E,high school,standard,completed
2163714,male,group C,bachelor's degree,free/reduced,none
2163715,male,group B,high school,standard,none
2163716,female,group A,some college,standard,none
2163717,female,group C,high school,free/reduced,none
2163718,male,group B,high school,standard,completed
2163719,female,group C,bachelor's degree,standard,none
2163720,male,group A,bachelor's degree,standard,none
2163721,male,group E,some high school,standard,none
2163722,female,group D,associate's degree,standard,none
2163723,female,group C,bachelor's degree,free/reduced,completed
2163724,male,group C,some high school,standard,none
2163725,male,group A,some high school,free/reduced,none
2163726,male,group E,high school,free/reduced,none
2163727,male,group E,high school,free/reduced,none
2163728,female,group C,high school,free/reduced,none
2163729,female,group E,some high school,free/reduced,none
2163730,female,group C,some high school,standard,completed
2163731,female,group C,high school,standard,completed
2163732,male,group C,associate's degree,standard,none
2163733,female,group C,associate's degree,free/reduced,none
2163734,male,group E,some college,standard,none
2163735,female,group C,associate's degree,free/reduced,completed
2163736,female,group E,some college,standard,none
2163737,female,group D,bachelor's degree,standard,completed
2163738,male,group C,some college,free/reduced,none
2163739,male,group D,associate's degree,free/reduced,none
2163740,female,group B,high school,standard,none
2163741,male,group C,some college,free/reduced,none
2163742,female,group E,some college,standard,completed
2163743,female,group C,bachelor's degree,standard,none
2163744,female,group C,some high school,standard,none
2163745,female,group C,high school,standard,none
2163746,male,group D,some college,free/reduced,none
2163747,female,group C,bachelor's degree,free/reduced,completed
2163748,female,group D,some high school,free/reduced,none
2163749,male,group D,some college,standard,completed
2163750,female,group D,some high school,standard,none
2163751,female,group C,some college,free/reduced,none
2163752,male,group D,some college,free/reduced,completed
2163753,male,group C,associate's degree,standard,completed
2163754,male,group D,associate's degree,standard,none
2163755,female,group D,high school,standard,completed
2163756,female,group A,some college,standard,none
2163757,male,group E,associate's degree,standard,none
2163758,male,group B,bachelor's degree,standard,none
2163759,male,group D,high school,free/reduced,none
2163760,male,group C,bachelor's degree,free/reduced,completed
2163761,male,group D,associate's degree,standard,none
2163762,male,group D,associate's degree,standard,none
2163763,male,group C,high school,free/reduced,completed
2163764,female,group B,some high school,standard,none
2163765,male,group C,high school,standard,none
2163766,female,group D,high school,free/reduced,completed
2163767,female,group C,some high school,standard,none
2163768,male,group E,bachelor's degree,standard,completed
2163769,male,group C,some high school,standard,none
2163770,male,group D,high school,standard,completed
2163771,female,group D,some high school,standard,none
2163772,female,group C,associate's degree,standard,none
2163773,male,group D,master's degree,standard,none
2163774,male,group C,some college,standard,none
2163775,female,group B,some college,standard,none
2163776,female,group C,high school,free/reduced,none
2163777,female,group C,master's degree,standard,none
2163778,male,group D,associate's degree,free/reduced,none
2163779,female,group D,some high school,free/reduced,completed
2163780,male,group D,associate's degree,free/reduced,none
2163781,female,group D,high school,standard,completed
2163782,female,group B,some high school,free/reduced,none
2163783,female,group D,associate's degree,standard,completed
2163784,female,group E,some college,standard,none
2163785,female,group D,some college,standard,none
2163786,female,group C,some college,standard,completed
2163787,male,group E,bachelor's degree,free/reduced,none
2163788,female,group A,some high school,standard,none
2163789,female,group C,high school,free/reduced,completed
2163790,female,group E,high school,standard,completed
2163791,female,group D,some college,free/reduced,completed
2163792,male,group D,bachelor's degree,free/reduced,completed
2163793,female,group E,high school,standard,none
2163794,female,group D,master's degree,standard,none
2163795,female,group D,some college,standard,none
2163796,female,group E,associate's degree,standard,none
2163797,female,group C,high school,standard,completed
2163798,female,group D,some high school,free/reduced,completed
2163799,female,group D,high school,standard,completed
2163800,male,group E,some college,standard,none
2163801,male,group B,high school,free/reduced,none
2163802,female,group A,some college,standard,completed
2163803,female,group B,some college,free/reduced,none
2163804,female,group C,associate's degree,free/reduced,completed
2163805,male,group C,some college,free/reduced,none
2163806,female,group E,bachelor's degree,standard,none
2163807,female,group B,high school,standard,completed
2163808,female,group D,some college,free/reduced,completed
2163809,male,group D,some high school,standard,completed
2163810,female,group C,master's degree,free/reduced,none
2163811,male,group E,some college,standard,completed
2163812,female,group C,bachelor's degree,standard,none
2163813,female,group C,some college,standard,none
2163814,male,group C,some high school,standard,none
2163815,male,group D,master's degree,standard,none
2163816,male,group C,some college,standard,completed
2163817,male,group B,some college,free/reduced,none
2163818,male,group C,some high school,standard,none
2163819,female,group D,some high school,free/reduced,completed
2163820,male,group C,some college,free/reduced,none
2163821,male,group E,high school,free/reduced,none
2163822,female,group A,high school,free/reduced,none
2163823,female,group D,high school,standard,none
2163824,female,group C,associate's degree,free/reduced,none
2163825,female,group D,some high school,free/reduced,none
2163826,male,group D,associate's degree,standard,completed
2163827,male,group D,some college,standard,none
2163828,female,group E,some high school,standard,none
2163829,male,group D,some college,free/reduced,none
2163830,male,group C,high school,standard,none
2163831,female,group A,bachelor's degree,standard,completed
2163832,male,group D,bachelor's degree,standard,completed
2163833,female,group D,associate's degree,standard,none
2163834,female,group C,high school,free/reduced,none
2163835,male,group C,high school,standard,none
2163836,male,group D,high school,standard,none
2163837,male,group D,some high school,free/reduced,none
2163838,female,group C,some college,free/reduced,completed
2163839,male,group B,some college,free/reduced,completed
2163840,male,group E,associate's degree,free/reduced,completed
2163841,female,group B,some high school,standard,completed
2163842,female,group B,bachelor's degree,free/reduced,completed
2163843,female,group A,associate's degree,standard,none
2163844,male,group D,master's degree,standard,completed
2163845,female,group B,some high school,standard,completed
2163846,female,group C,some college,standard,none
2163847,female,group C,associate's degree,free/reduced,none
2163848,female,group C,some college,standard,none
2163849,male,group C,some high school,standard,none
2163850,female,group C,bachelor's degree,standard,none
2163851,female,group E,associate's degree,standard,none
2163852,female,group C,high school,standard,none
2163853,male,group D,associate's degree,free/reduced,none
2163854,female,group B,some college,standard,none
2163855,male,group C,some high school,free/reduced,none
2163856,male,group D,some college,free/reduced,none
2163857,male,group B,associate's degree,standard,none
2163858,male,group D,some college,standard,completed
2163859,female,group C,high school,standard,completed
2163860,female,group E,some college,standard,none
2163861,female,group C,some college,standard,completed
2163862,female,group A,high school,free/reduced,completed
2163863,female,group C,master's degree,standard,completed
2163864,female,group D,high school,standard,completed
2163865,male,group C,some college,free/reduced,completed
2163866,male,group C,some college,standard,none
2163867,female,group A,bachelor's degree,free/reduced,completed
2163868,female,group D,associate's degree,standard,completed
2163869,male,group B,master's degree,free/reduced,none
2163870,male,group D,high school,free/reduced,none
2163871,male,group C,some college,standard,none
2163872,female,group C,some high school,standard,none
2163873,female,group B,high school,free/reduced,none
2163874,female,group E,master's degree,standard,none
2163875,male,group D,some high school,free/reduced,completed
2163876,female,group E,high school,standard,none
2163877,female,group E,some college,standard,none
2163878,male,group D,associate's degree,free/reduced,none
2163879,male,group D,some college,standard,completed
2163880,female,group D,high school,standard,none
2163881,female,group C,associate's degree,standard,completed
2163882,female,group C,high school,standard,none
2163883,male,group C,associate's degree,free/reduced,none
2163884,female,group C,some college,standard,completed
2163885,male,group E,associate's degree,standard,none
2163886,female,group B,high school,free/reduced,completed
2163887,female,group B,high school,standard,completed
2163888,male,group C,bachelor's degree,free/reduced,completed
2163889,male,group B,some high school,standard,none
2163890,female,group A,some college,free/reduced,none
2163891,male,group C,high school,free/reduced,none
2163892,male,group C,some high school,standard,none
2163893,male,group B,associate's degree,free/reduced,completed
2163894,male,group C,some high school,standard,none
2163895,male,group A,associate's degree,standard,none
2163896,female,group C,high school,standard,none
2163897,female,group C,some college,standard,none
2163898,female,group D,some high school,free/reduced,completed
2163899,female,group E,associate's degree,free/reduced,none
2163900,female,group E,master's degree,free/reduced,none
2163901,female,group E,bachelor's degree,standard,none
2163902,male,group C,some college,standard,none
2163903,male,group A,some college,standard,completed
2163904,male,group C,associate's degree,standard,none
2163905,female,group B,some college,free/reduced,completed
2163906,female,group D,some college,standard,none
2163907,male,group C,associate's degree,free/reduced,none
2163908,male,group D,associate's degree,standard,none
2163909,female,group D,some college,free/reduced,completed
2163910,male,group D,associate's degree,standard,completed
2163911,male,group C,some high school,standard,completed
2163912,female,group D,some college,standard,none
2163913,female,group D,associate's degree,standard,none
2163914,male,group D,master's degree,standard,none
2163915,male,group B,associate's degree,standard,none
2163916,female,group D,some high school,standard,none
2163917,female,group E,some high school,free/reduced,none
2163918,male,group B,associate's degree,standard,completed
2163919,female,group B,high school,standard,none
2163920,female,group C,master's degree,free/reduced,none
2163921,male,group C,some high school,standard,completed
2163922,male,group D,associate's degree,standard,completed
2163923,female,group C,some college,free/reduced,none
2163924,female,group B,high school,standard,none
2163925,female,group B,some high school,standard,none
2163926,female,group B,bachelor's degree,free/reduced,completed
2163927,male,group C,some college,standard,none
2163928,female,group C,some high school,standard,completed
2163929,male,group D,some high school,free/reduced,none
2163930,male,group D,high school,standard,none
2163931,male,group D,associate's degree,standard,none
2163932,male,group C,some high school,standard,none
2163933,female,group D,some high school,standard,completed
2163934,female,group E,master's degree,free/reduced,completed
2163935,male,group E,associate's degree,standard,none
2163936,male,group C,associate's degree,free/reduced,completed
2163937,female,group C,some college,standard,none
2163938,female,group C,some college,free/reduced,completed
2163939,female,group B,some college,standard,none
2163940,female,group D,some college,standard,none
2163941,female,group C,bachelor's degree,standard,none
2163942,female,group E,associate's degree,standard,none
2163943,male,group D,associate's degree,standard,none
2163944,male,group C,some college,standard,completed
2163945,male,group D,some high school,standard,none
2163946,female,group C,some college,free/reduced,completed
2163947,male,group C,master's degree,standard,none
2163948,female,group C,some college,free/reduced,completed
2163949,female,group B,some high school,standard,none
2163950,female,group C,some college,standard,completed
2163951,female,group D,some college,standard,completed
2163952,male,group E,high school,standard,none
2163953,male,group C,some college,standard,none
2163954,male,group C,high school,free/reduced,none
2163955,male,group C,bachelor's degree,standard,completed
2163956,female,group C,master's degree,standard,completed
2163957,female,group C,some college,free/reduced,none
2163958,female,group C,some high school,standard,completed
2163959,male,group B,some high school,standard,none
2163960,male,group D,associate's degree,free/reduced,none
2163961,male,group B,high school,free/reduced,completed
2163962,female,group D,high school,free/reduced,none
2163963,male,group C,some high school,free/reduced,completed
2163964,female,group E,some high school,standard,none
2163965,female,group B,master's degree,standard,none
2163966,female,group B,high school,standard,none
2163967,female,group C,associate's degree,standard,none
2163968,male,group A,some high school,free/reduced,none
2163969,male,group D,associate's degree,free/reduced,none
2163970,male,group D,bachelor's degree,standard,none
2163971,male,group C,associate's degree,standard,none
2163972,male,group B,some high school,standard,completed
2163973,female,group D,bachelor's degree,standard,none
2163974,female,group E,high school,free/reduced,completed
2163975,male,group C,some college,free/reduced,completed
2163976,male,group C,some college,free/reduced,completed
2163977,female,group C,high school,standard,completed
2163978,male,group C,high school,free/reduced,completed
2163979,female,group A,bachelor's degree,standard,completed
2163980,male,group D,bachelor's degree,free/reduced,completed
2163981,female,group C,high school,standard,none
2163982,male,group D,some college,free/reduced,none
2163983,female,group D,associate's degree,standard,none
2163984,female,group E,associate's degree,standard,none
2163985,male,group C,some college,standard,completed
2163986,female,group D,some high school,free/reduced,completed
2163987,female,group C,master's degree,standard,none
2163988,female,group E,associate's degree,standard,completed
2163989,female,group B,some high school,standard,completed
2163990,female,group E,high school,standard,none
2163991,male,group C,high school,standard,none
2163992,female,group E,some high school,free/reduced,none
2163993,female,group B,high school,standard,completed
2163994,female,group B,some college,free/reduced,none
2163995,female,group E,some high school,standard,none
2163996,male,group B,bachelor's degree,free/reduced,none
2163997,male,group D,some high school,standard,none
2163998,male,group C,high school,standard,none
2163999,female,group E,some college,standard,completed
2164000,male,group D,high school,standard,none
2164001,male,group C,some high school,standard,completed
2164002,male,group E,bachelor's degree,standard,none
2164003,female,group D,some college,standard,none
2164004,female,group C,high school,free/reduced,none
2164005,male,group D,some college,standard,none
2164006,male,group D,some high school,free/reduced,completed
2164007,female,group C,bachelor's degree,standard,completed
2164008,female,group A,high school,standard,none
2164009,female,group E,associate's degree,standard,none
2164010,female,group C,some college,standard,none
2164011,female,group A,some high school,free/reduced,none
2164012,female,group E,high school,standard,completed
2164013,female,group D,high school,standard,completed
2164014,male,group B,associate's degree,standard,none
2164015,male,group E,some college,free/reduced,none
2164016,male,group C,some college,free/reduced,none
2164017,female,group E,associate's degree,standard,completed
2164018,female,group B,high school,standard,none
2164019,female,group B,some high school,free/reduced,none
2164020,male,group B,associate's degree,free/reduced,none
2164021,female,group C,some college,free/reduced,completed
2164022,male,group D,some college,standard,completed
2164023,female,group D,high school,standard,completed
2164024,male,group E,some high school,free/reduced,completed
2164025,female,group C,some college,standard,none
2164026,female,group C,master's degree,standard,none
2164027,female,group B,associate's degree,free/reduced,completed
2164028,male,group E,some college,standard,none
2164029,female,group D,high school,standard,completed
2164030,male,group C,some college,free/reduced,completed
2164031,female,group A,some college,standard,none
2164032,male,group C,some college,free/reduced,completed
2164033,female,group C,some high school,free/reduced,none
2164034,male,group C,some college,standard,completed
2164035,female,group D,associate's degree,standard,completed
2164036,female,group C,some college,standard,none
2164037,female,group C,some high school,standard,none
2164038,female,group E,high school,free/reduced,none
2164039,female,group E,bachelor's degree,free/reduced,none
2164040,female,group D,high school,free/reduced,completed
2164041,male,group C,some college,standard,none
2164042,female,group C,bachelor's degree,standard,none
2164043,female,group B,some college,standard,completed
2164044,male,group C,some college,free/reduced,completed
2164045,female,group C,associate's degree,free/reduced,completed
2164046,male,group A,some college,free/reduced,none
2164047,male,group E,associate's degree,free/reduced,none
2164048,male,group C,some high school,standard,none
2164049,male,group C,some college,standard,none
2164050,male,group E,some high school,standard,none
2164051,male,group B,some high school,standard,none
2164052,female,group D,high school,standard,completed
2164053,female,group E,some college,free/reduced,none
2164054,male,group C,master's degree,standard,none
2164055,female,group B,high school,free/reduced,completed
2164056,male,group E,some college,standard,none
2164057,male,group B,some college,standard,none
2164058,female,group D,master's degree,standard,completed
2164059,female,group A,some college,standard,completed
2164060,female,group D,some college,free/reduced,none
2164061,female,group E,bachelor's degree,standard,none
2164062,female,group C,some college,standard,completed
2164063,female,group D,associate's degree,standard,completed
2164064,male,group D,some college,standard,completed
2164065,male,group C,associate's degree,free/reduced,none
2164066,male,group C,associate's degree,standard,none
2164067,female,group B,some high school,standard,none
2164068,male,group D,some high school,standard,completed
2164069,female,group C,some high school,free/reduced,none
2164070,male,group B,master's degree,free/reduced,none
2164071,female,group A,some college,free/reduced,none
2164072,male,group C,some high school,free/reduced,none
2164073,female,group B,high school,free/reduced,none
2164074,female,group A,some high school,standard,none
2164075,male,group E,some high school,standard,completed
2164076,male,group C,some college,standard,completed
2164077,female,group B,some high school,standard,completed
2164078,male,group E,associate's degree,standard,none
2164079,male,group D,associate's degree,free/reduced,none
2164080,female,group C,high school,standard,none
2164081,male,group D,bachelor's degree,standard,none
2164082,male,group B,bachelor's degree,standard,completed
2164083,male,group D,high school,free/reduced,none
2164084,male,group D,some college,standard,none
2164085,male,group C,bachelor's degree,free/reduced,completed
2164086,female,group C,bachelor's degree,free/reduced,none
2164087,male,group B,associate's degree,standard,none
2164088,male,group D,high school,free/reduced,none
2164089,male,group D,some high school,free/reduced,completed
2164090,male,group E,some college,standard,none
2164091,male,group D,some high school,standard,none
2164092,female,group B,bachelor's degree,standard,none
2164093,male,group E,high school,standard,none
2164094,female,group C,some high school,standard,none
2164095,female,group D,some college,standard,none
2164096,female,group E,master's degree,standard,completed
2164097,female,group B,some college,standard,completed
2164098,male,group E,high school,free/reduced,none
2164099,female,group B,associate's degree,standard,completed
2164100,male,group C,some college,standard,completed
2164101,female,group D,high school,standard,none
2164102,female,group E,some high school,standard,none
2164103,female,group A,some college,standard,none
2164104,female,group C,associate's degree,free/reduced,none
2164105,male,group A,some college,free/reduced,none
2164106,male,group E,some high school,standard,none
2164107,female,group D,high school,standard,completed
2164108,female,group D,high school,free/reduced,completed
2164109,female,group E,associate's degree,standard,completed
2164110,male,group B,high school,free/reduced,none
2164111,male,group C,some high school,standard,none
2164112,female,group E,high school,standard,completed
2164113,male,group D,bachelor's degree,standard,completed
2164114,male,group B,some college,free/reduced,none
2164115,female,group D,bachelor's degree,free/reduced,completed
2164116,female,group A,bachelor's degree,standard,none
2164117,female,group C,bachelor's degree,standard,none
2164118,male,group D,bachelor's degree,standard,none
2164119,male,group C,some high school,standard,completed
2164120,female,group E,high school,standard,completed
2164121,female,group C,some college,standard,none
2164122,female,group B,high school,standard,none
2164123,female,group C,some high school,standard,none
2164124,male,group C,some high school,standard,completed
2164125,female,group D,some college,free/reduced,none
2164126,male,group B,some high school,standard,completed
2164127,male,group C,bachelor's degree,standard,none
2164128,female,group C,some college,standard,none
2164129,male,group D,bachelor's degree,free/reduced,completed
2164130,female,group E,some high school,standard,completed
2164131,female,group D,some high school,standard,none
2164132,male,group B,some college,free/reduced,completed
2164133,female,group C,some high school,standard,none
2164134,male,group D,bachelor's degree,standard,none
2164135,male,group B,bachelor's degree,standard,completed
2164136,female,group C,associate's degree,free/reduced,none
2164137,female,group D,bachelor's degree,standard,completed
2164138,male,group C,some high school,standard,completed
2164139,female,group A,some high school,free/reduced,none
2164140,male,group D,some high school,standard,none
2164141,female,group B,bachelor's degree,free/reduced,none
2164142,female,group D,high school,standard,none
2164143,female,group C,associate's degree,free/reduced,completed
2164144,female,group C,associate's degree,free/reduced,none
2164145,female,group E,some college,free/reduced,none
2164146,male,group D,master's degree,standard,completed
2164147,male,group B,some college,free/reduced,none
2164148,male,group B,master's degree,free/reduced,completed
2164149,female,group C,some college,free/reduced,none
2164150,female,group C,high school,standard,none
2164151,male,group C,some college,free/reduced,none
2164152,female,group C,associate's degree,free/reduced,none
2164153,male,group A,high school,standard,none
2164154,male,group D,some college,standard,completed
2164155,female,group C,high school,standard,completed
2164156,male,group D,high school,free/reduced,none
2164157,male,group B,high school,free/reduced,completed
2164158,female,group D,some college,standard,none
2164159,female,group E,master's degree,standard,completed
2164160,male,group C,some college,standard,completed
2164161,male,group C,high school,standard,none
2164162,male,group D,high school,standard,none
2164163,female,group D,master's degree,free/reduced,completed
2164164,male,group C,some high school,standard,none
2164165,male,group D,bachelor's degree,standard,completed
2164166,male,group C,some college,standard,completed
2164167,male,group B,high school,standard,completed
2164168,female,group A,some high school,standard,none
2164169,female,group C,high school,standard,none
2164170,male,group B,bachelor's degree,free/reduced,completed
2164171,male,group D,some college,standard,completed
2164172,female,group D,some college,free/reduced,completed
2164173,male,group A,master's degree,free/reduced,none
2164174,male,group A,high school,standard,none
2164175,male,group E,some college,free/reduced,none
2164176,female,group D,high school,standard,completed
2164177,male,group B,high school,free/reduced,none
2164178,male,group D,associate's degree,standard,none
2164179,male,group C,associate's degree,standard,none
2164180,male,group C,master's degree,standard,none
2164181,male,group D,bachelor's degree,standard,none
2164182,male,group D,some college,standard,none
2164183,male,group E,some college,free/reduced,completed
2164184,female,group B,bachelor's degree,free/reduced,none
2164185,male,group B,bachelor's degree,free/reduced,none
2164186,male,group B,some high school,free/reduced,none
2164187,male,group C,high school,free/reduced,none
2164188,male,group C,some college,free/reduced,completed
2164189,male,group E,some college,standard,none
2164190,male,group C,bachelor's degree,standard,none
2164191,male,group C,some college,standard,none
2164192,female,group D,high school,free/reduced,completed
2164193,female,group A,master's degree,free/reduced,none
2164194,male,group D,high school,standard,none
2164195,female,group D,some high school,free/reduced,none
2164196,male,group B,some high school,standard,completed
2164197,female,group B,some high school,standard,none
2164198,male,group C,some high school,free/reduced,completed
2164199,male,group B,associate's degree,standard,completed
2164200,male,group B,high school,standard,none
2164201,male,group C,bachelor's degree,free/reduced,none
2164202,female,group E,bachelor's degree,standard,completed
2164203,female,group E,some college,standard,none
2164204,male,group D,bachelor's degree,standard,none
2164205,female,group B,some high school,standard,none
2164206,male,group B,some high school,standard,none
2164207,male,group D,high school,standard,none
2164208,male,group B,high school,standard,none
2164209,male,group C,associate's degree,standard,completed
2164210,female,group D,high school,standard,none
2164211,female,group D,master's degree,standard,none
2164212,female,group B,bachelor's degree,standard,completed
2164213,male,group A,high school,free/reduced,none
2164214,male,group D,bachelor's degree,standard,none
2164215,male,group A,high school,standard,completed
2164216,male,group C,some high school,standard,none
2164217,male,group C,associate's degree,free/reduced,none
2164218,female,group B,high school,standard,none
2164219,male,group E,some high school,standard,completed
2164220,male,group C,high school,standard,none
2164221,male,group D,associate's degree,standard,completed
2164222,female,group D,associate's degree,free/reduced,completed
2164223,female,group D,some college,standard,none
2164224,female,group D,high school,free/reduced,completed
2164225,male,group A,high school,free/reduced,none
2164226,male,group A,associate's degree,free/reduced,none
2164227,male,group D,master's degree,standard,none
2164228,male,group E,associate's degree,standard,completed
2164229,male,group B,master's degree,standard,none
2164230,female,group E,some high school,standard,completed
2164231,female,group E,high school,standard,none
2164232,male,group A,associate's degree,standard,none
2164233,male,group D,associate's degree,free/reduced,none
2164234,male,group C,high school,standard,completed
2164235,male,group B,high school,standard,none
2164236,male,group B,some high school,standard,completed
2164237,male,group C,high school,free/reduced,none
2164238,male,group C,some college,standard,none
2164239,male,group C,some college,free/reduced,none
2164240,male,group C,some college,free/reduced,none
2164241,female,group B,high school,standard,completed
2164242,male,group B,associate's degree,standard,none
2164243,female,group C,high school,free/reduced,completed
2164244,female,group B,bachelor's degree,free/reduced,none
2164245,female,group B,some college,standard,completed
2164246,male,group C,high school,standard,none
2164247,male,group C,some high school,standard,none
2164248,female,group C,bachelor's degree,free/reduced,none
2164249,female,group C,master's degree,free/reduced,completed
2164250,male,group E,high school,standard,completed
2164251,female,group D,master's degree,standard,completed
2164252,male,group D,bachelor's degree,standard,none
2164253,male,group C,some high school,free/reduced,none
2164254,male,group B,some college,standard,completed
2164255,female,group C,bachelor's degree,standard,completed
2164256,male,group D,some high school,standard,none
2164257,female,group B,high school,standard,none
2164258,female,group C,bachelor's degree,standard,completed
2164259,female,group E,some college,standard,completed
2164260,female,group C,some college,standard,completed
2164261,male,group C,bachelor's degree,standard,none
2164262,female,group B,some high school,free/reduced,none
2164263,female,group C,associate's degree,free/reduced,none
2164264,male,group C,some college,free/reduced,completed
2164265,female,group D,some high school,standard,none
2164266,male,group C,high school,standard,completed
2164267,male,group B,master's degree,standard,completed
2164268,male,group E,bachelor's degree,standard,completed
2164269,female,group E,bachelor's degree,standard,completed
2164270,male,group A,some college,standard,none
2164271,male,group A,bachelor's degree,standard,none
2164272,female,group D,some high school,standard,none
2164273,female,group D,master's degree,free/reduced,completed
2164274,male,group D,high school,standard,none
2164275,female,group B,high school,free/reduced,completed
2164276,male,group C,high school,free/reduced,none
2164277,female,group A,bachelor's degree,free/reduced,completed
2164278,female,group C,high school,standard,completed
2164279,female,group C,high school,standard,none
2164280,male,group C,associate's degree,standard,completed
2164281,male,group D,some college,free/reduced,none
2164282,male,group C,associate's degree,free/reduced,completed
2164283,female,group C,some college,standard,none
2164284,male,group D,some college,standard,completed
2164285,female,group E,some high school,free/reduced,completed
2164286,male,group B,bachelor's degree,free/reduced,none
2164287,female,group E,some college,free/reduced,none
2164288,female,group C,some college,standard,none
2164289,female,group A,associate's degree,standard,none
2164290,female,group D,some high school,standard,none
2164291,male,group A,high school,standard,completed
2164292,male,group C,some high school,free/reduced,none
2164293,male,group C,associate's degree,standard,none
2164294,male,group C,associate's degree,standard,none
2164295,female,group D,bachelor's degree,standard,none
2164296,male,group B,some college,free/reduced,completed
2164297,female,group D,some college,free/reduced,none
