Id,housing_median_age,total_rooms,total_bedrooms
4756,41.0,730.0,126.0
4757,38.0,2158.0,582.0
4758,40.0,3110.0,764.0
4759,52.0,2946.0,695.0
4760,22.0,3008.0,938.0
4761,31.0,2697.0,706.0
4762,45.0,2195.0,483.0
4763,52.0,1466.0,254.0
4764,52.0,1234.0,223.0
4765,48.0,2566.0,571.0
4766,52.0,1310.0,263.0
4767,51.0,3149.0,519.0
4768,41.0,3729.0,740.0
4769,41.0,4138.0,1130.0
4770,46.0,1156.0,203.0
4771,52.0,2036.0,348.0
4772,52.0,1803.0,437.0
4773,44.0,2728.0,585.0
4774,50.0,2113.0,398.0
4775,49.0,1767.0,467.0
4776,48.0,805.0,246.0
4777,49.0,2843.0,880.0
4778,48.0,1527.0,295.0
4779,52.0,3225.0,763.0
4780,52.0,2273.0,663.0
4781,52.0,2327.0,555.0
4782,51.0,1532.0,366.0
4783,36.0,3503.0,833.0
4784,52.0,1079.0,222.0
4785,44.0,3646.0,912.0
4786,52.0,984.0,276.0
4787,41.0,1396.0,360.0
4788,46.0,945.0,250.0
4789,35.0,1147.0,365.0
4790,36.0,2306.0,813.0
4791,28.0,579.0,184.0
4792,27.0,1190.0,
4793,38.0,2265.0,801.0
4794,46.0,3007.0,854.0
4795,42.0,997.0,374.0
4796,52.0,2465.0,773.0
4797,43.0,962.0,253.0
4798,38.0,1270.0,556.0
4799,42.0,1618.0,522.0
4800,52.0,1739.0,464.0
4801,39.0,3162.0,896.0
4802,40.0,1630.0,543.0
4803,49.0,3828.0,1197.0
4804,35.0,1335.0,440.0
4805,40.0,506.0,119.0
4806,52.0,109.0,20.0
4807,,137.0,26.0
4808,47.0,859.0,239.0
4809,49.0,1638.0,
4810,45.0,1747.0,484.0
4811,52.0,,429.0
4812,52.0,104.0,20.0
4813,44.0,1425.0,438.0
4814,,2133.0,689.0
4815,43.0,1903.0,635.0
4816,52.0,1866.0,470.0
4817,50.0,1791.0,660.0
4818,45.0,2174.0,627.0
4819,52.0,3142.0,765.0
4820,45.0,2225.0,827.0
4821,46.0,2341.0,
4822,52.0,830.0,200.0
4823,47.0,2059.0,618.0
4824,43.0,764.0,322.0
4825,20.0,41.0,17.0
4826,27.0,223.0,80.0
4827,18.0,4297.0,1420.0
4828,16.0,719.0,225.0
4829,40.0,1081.0,282.0
4830,31.0,394.0,117.0
4831,34.0,1709.0,562.0
4832,38.0,1241.0,298.0
4833,49.0,1320.0,309.0
4834,21.0,1353.0,380.0
4835,,1765.0,551.0
4836,39.0,986.0,361.0
4837,26.0,2574.0,807.0
4838,39.0,1594.0,430.0
4839,41.0,1807.0,429.0
4840,39.0,2054.0,423.0
4841,52.0,3672.0,808.0
4842,39.0,1287.0,353.0
4843,39.0,1561.0,445.0
4844,37.0,1822.0,498.0
4845,35.0,1504.0,477.0
4846,36.0,839.0,250.0
4847,31.0,1077.0,300.0
4848,52.0,1770.0,
4849,47.0,1346.0,383.0
4850,31.0,1453.0,404.0
4851,42.0,902.0,318.0
4852,29.0,1478.0,413.0
4853,36.0,3334.0,920.0
4854,48.0,2514.0,595.0
4855,37.0,299.0,89.0
4856,45.0,1327.0,271.0
4857,40.0,2744.0,708.0
4858,44.0,1688.0,426.0
4859,41.0,2090.0,530.0
4860,10.0,1907.0,398.0
4861,10.0,1940.0,445.0
4862,7.0,2529.0,689.0
4863,8.0,1116.0,267.0
4864,35.0,2226.0,602.0
4865,35.0,1554.0,
4866,38.0,2965.0,665.0
4867,42.0,1555.0,337.0
4868,44.0,1734.0,364.0
4869,33.0,1515.0,415.0
4870,50.0,1568.0,302.0
4871,36.0,3066.0,797.0
4872,33.0,2907.0,797.0
4873,31.0,1318.0,311.0
4874,33.0,1369.0,408.0
4875,43.0,1523.0,378.0
4876,39.0,787.0,181.0
4877,33.0,851.0,231.0
4878,28.0,2616.0,630.0
4879,19.0,2150.0,544.0
4880,41.0,247.0,55.0
4881,37.0,1155.0,225.0
4882,27.0,2025.0,565.0
4883,32.0,555.0,159.0
4884,47.0,2324.0,658.0
4885,46.0,453.0,119.0
4886,40.0,1181.0,335.0
4887,8.0,762.0,204.0
4888,46.0,1051.0,302.0
4889,36.0,2672.0,675.0
4890,37.0,349.0,79.0
4891,46.0,321.0,101.0
4892,30.0,511.0,153.0
4893,52.0,48.0,6.0
4894,36.0,1243.0,470.0
4895,52.0,470.0,115.0
4896,34.0,1083.0,364.0
4897,34.0,1113.0,
4898,41.0,1422.0,478.0
4899,26.0,745.0,258.0
4900,28.0,1079.0,306.0
4901,28.0,950.0,357.0
4902,45.0,2146.0,607.0
4903,43.0,1165.0,317.0
4904,40.0,1146.0,323.0
4905,40.0,1082.0,318.0
4906,42.0,,586.0
4907,41.0,1268.0,398.0
4908,43.0,977.0,266.0
4909,41.0,1098.0,264.0
4910,50.0,1407.0,401.0
4911,45.0,963.0,234.0
4912,40.0,1095.0,305.0
4913,52.0,1053.0,246.0
4914,50.0,1183.0,246.0
4915,52.0,1249.0,307.0
4916,47.0,1894.0,408.0
4917,52.0,1754.0,452.0
4918,44.0,1399.0,386.0
4919,36.0,1625.0,
4920,44.0,1582.0,544.0
4921,18.0,796.0,227.0
4922,36.0,1825.0,479.0
4923,37.0,845.0,249.0
4924,47.0,1325.0,393.0
4925,28.0,1841.0,809.0
4926,52.0,846.0,271.0
4927,43.0,1153.0,411.0
4928,47.0,722.0,235.0
4929,43.0,798.0,308.0
4930,44.0,1105.0,346.0
4931,43.0,2343.0,803.0
4932,43.0,1502.0,477.0
4933,47.0,1306.0,391.0
4934,45.0,554.0,214.0
4935,45.0,1860.0,472.0
4936,44.0,1550.0,407.0
4937,52.0,497.0,132.0
4938,47.0,876.0,228.0
4939,41.0,1292.0,334.0
4940,49.0,1098.0,317.0
4941,52.0,774.0,209.0
4942,37.0,1583.0,392.0
4943,52.0,583.0,157.0
4944,45.0,792.0,
4945,44.0,2702.0,770.0
4946,48.0,2230.0,593.0
4947,26.0,36.0,9.0
4948,42.0,498.0,120.0
4949,52.0,22.0,7.0
4950,43.0,1811.0,513.0
4951,52.0,346.0,270.0
4952,13.0,,697.0
4953,52.0,116.0,
4954,33.0,390.0,199.0
4955,8.0,1204.0,552.0
4956,19.0,2870.0,1021.0
4957,52.0,2806.0,1944.0
4958,8.0,3105.0,
4959,12.0,4011.0,1438.0
4960,52.0,58.0,52.0
4961,6.0,1529.0,566.0
4962,52.0,174.0,66.0
4963,15.0,326.0,123.0
4964,40.0,637.0,273.0
4965,52.0,1802.0,613.0
4966,40.0,680.0,
4967,30.0,929.0,238.0
4968,38.0,715.0,282.0
4969,42.0,2541.0,1282.0
4970,42.0,1175.0,428.0
4971,30.0,1771.0,788.0
4972,34.0,786.0,341.0
4973,32.0,1657.0,579.0
4974,33.0,1416.0,686.0
4975,33.0,1177.0,468.0
4976,41.0,1072.0,331.0
4977,24.0,3247.0,1281.0
4978,14.0,1924.0,926.0
4979,32.0,1777.0,536.0
4980,25.0,7522.0,3179.0
4981,14.0,1787.0,853.0
4982,17.0,2518.0,1196.0
4983,17.0,2124.0,1168.0
4984,25.0,1714.0,1176.0
4985,45.0,564.0,353.0
4986,26.0,513.0,338.0
4987,33.0,1950.0,1047.0
4988,37.0,350.0,245.0
4989,52.0,1292.0,864.0
4990,52.0,1261.0,616.0
4991,52.0,,454.0
4992,42.0,2472.0,
4993,25.0,1316.0,836.0
4994,26.0,1164.0,674.0
4995,28.0,1306.0,637.0
4996,31.0,1525.0,730.0
4997,41.0,1788.0,774.0
4998,41.0,1075.0,597.0
4999,44.0,968.0,384.0
5000,47.0,661.0,359.0
5001,13.0,1784.0,
5002,24.0,323.0,214.0
5003,12.0,535.0,328.0
5004,52.0,2156.0,306.0
5005,52.0,1841.0,240.0
5006,52.0,2248.0,255.0
5007,52.0,1482.0,171.0
5008,52.0,2089.0,309.0
5009,52.0,1311.0,310.0
5010,49.0,649.0,315.0
5011,19.0,3013.0,1118.0
5012,9.0,1554.0,815.0
5013,22.0,492.0,269.0
5014,26.0,2302.0,1124.0
5015,43.0,3056.0,1345.0
5016,31.0,1489.0,664.0
5017,46.0,5677.0,2610.0
5018,26.0,2107.0,757.0
5019,36.0,2657.0,738.0
5020,28.0,2362.0,949.0
5021,49.0,2549.0,630.0
5022,40.0,2657.0,794.0
5023,52.0,2980.0,366.0
5024,36.0,369.0,147.0
5025,52.0,983.0,246.0
5026,25.0,2740.0,707.0
5027,52.0,955.0,100.0
5028,26.0,,2055.0
5029,30.0,,1269.0
5030,18.0,3759.0,
5031,20.0,3264.0,1248.0
5032,20.0,1782.0,896.0
5033,34.0,2470.0,1197.0
5034,24.0,4021.0,1707.0
5035,28.0,5221.0,2530.0
5036,43.0,1366.0,740.0
5037,42.0,3894.0,2293.0
5038,27.0,2456.0,1111.0
5039,46.0,1759.0,1012.0
5040,47.0,1390.0,872.0
5041,23.0,2040.0,778.0
5042,33.0,2437.0,1283.0
5043,21.0,3960.0,1490.0
5044,23.0,2512.0,1203.0
5045,24.0,1336.0,453.0
5046,47.0,3038.0,1533.0
5047,34.0,1848.0,667.0
5048,52.0,2124.0,756.0
5049,31.0,2827.0,1084.0
5050,14.0,1559.0,646.0
5051,42.0,3292.0,713.0
5052,43.0,2808.0,584.0
5053,36.0,3239.0,722.0
5054,52.0,1368.0,231.0
5055,,2405.0,527.0
5056,44.0,1574.0,
5057,45.0,1707.0,519.0
5058,50.0,1389.0,364.0
5059,42.0,3343.0,1183.0
5060,35.0,1692.0,423.0
5061,40.0,1667.0,365.0
5062,44.0,1612.0,650.0
5063,42.0,1476.0,610.0
5064,42.0,443.0,223.0
5065,46.0,1386.0,457.0
5066,31.0,1744.0,720.0
5067,30.0,1417.0,
5068,34.0,1102.0,
5069,36.0,1723.0,569.0
5070,34.0,1453.0,588.0
5071,18.0,3585.0,1661.0
5072,11.0,677.0,370.0
5073,31.0,2818.0,1252.0
5074,52.0,1801.0,313.0
5075,52.0,2497.0,406.0
5076,52.0,2315.0,356.0
5077,52.0,2066.0,319.0
5078,52.0,1421.0,163.0
5079,52.0,1721.0,195.0
5080,52.0,1621.0,284.0
5081,52.0,3421.0,598.0
5082,52.0,2756.0,542.0
5083,52.0,2877.0,721.0
5084,52.0,2373.0,601.0
5085,52.0,1902.0,488.0
5086,48.0,890.0,255.0
5087,45.0,7803.0,2154.0
5088,46.0,1651.0,410.0
5089,45.0,3312.0,880.0
5090,40.0,1821.0,447.0
5091,48.0,1740.0,360.0
5092,50.0,2519.0,
5093,52.0,2046.0,451.0
5094,52.0,2203.0,437.0
5095,52.0,2195.0,435.0
5096,44.0,2703.0,663.0
5097,39.0,2309.0,526.0
5098,52.0,1084.0,247.0
5099,,4625.0,1307.0
5100,16.0,4814.0,1381.0
5101,21.0,3653.0,956.0
5102,52.0,3175.0,1057.0
5103,52.0,3446.0,1360.0
5104,52.0,1314.0,170.0
5105,52.0,2530.0,458.0
5106,52.0,2069.0,417.0
5107,52.0,1482.0,336.0
5108,52.0,2837.0,602.0
5109,48.0,1354.0,279.0
5110,52.0,1368.0,322.0
5111,33.0,2880.0,836.0
5112,48.0,3551.0,826.0
5113,39.0,2810.0,670.0
5114,52.0,2130.0,455.0
5115,52.0,843.0,160.0
5116,52.0,1608.0,289.0
5117,28.0,2522.0,616.0
5118,29.0,3946.0,1008.0
5119,31.0,4345.0,1158.0
5120,25.0,2558.0,661.0
5121,35.0,2457.0,552.0
5122,52.0,1197.0,231.0
5123,48.0,1266.0,234.0
5124,41.0,2369.0,544.0
5125,52.0,2239.0,423.0
5126,52.0,2346.0,437.0
5127,52.0,1563.0,306.0
5128,52.0,2402.0,506.0
5129,48.0,1825.0,404.0
5130,47.0,1424.0,300.0
5131,48.0,1835.0,380.0
5132,49.0,995.0,184.0
5133,45.0,1879.0,395.0
5134,50.0,3518.0,812.0
5135,52.0,2053.0,480.0
5136,47.0,1621.0,314.0
5137,52.0,1004.0,231.0
5138,52.0,1241.0,210.0
5139,49.0,702.0,
5140,40.0,2352.0,598.0
5141,35.0,3517.0,879.0
5142,47.0,2815.0,679.0
5143,44.0,1856.0,493.0
5144,42.0,1372.0,
5145,45.0,2283.0,
5146,46.0,2149.0,451.0
5147,50.0,2009.0,419.0
5148,39.0,975.0,292.0
5149,52.0,1971.0,414.0
5150,52.0,2194.0,504.0
5151,,2965.0,812.0
5152,39.0,1294.0,330.0
5153,48.0,1184.0,328.0
5154,31.0,1090.0,251.0
5155,46.0,3015.0,795.0
5156,52.0,2545.0,401.0
5157,41.0,2099.0,472.0
5158,35.0,2345.0,607.0
5159,40.0,2064.0,662.0
5160,37.0,1466.0,529.0
5161,36.0,1956.0,601.0
5162,49.0,1104.0,266.0
5163,45.0,1579.0,357.0
5164,48.0,1769.0,429.0
5165,45.0,1767.0,417.0
5166,38.0,1626.0,375.0
5167,43.0,1690.0,379.0
5168,37.0,1236.0,
5169,34.0,3239.0,806.0
5170,41.0,1617.0,423.0
5171,44.0,865.0,208.0
5172,45.0,1839.0,459.0
5173,42.0,1681.0,360.0
5174,48.0,1426.0,331.0
5175,42.0,2010.0,494.0
5176,35.0,1438.0,333.0
5177,33.0,1806.0,444.0
5178,33.0,2314.0,
5179,48.0,2437.0,443.0
5180,47.0,1989.0,532.0
5181,42.0,1766.0,404.0
5182,44.0,1008.0,223.0
5183,35.0,3189.0,935.0
5184,39.0,2840.0,826.0
5185,47.0,1082.0,198.0
5186,50.0,1845.0,349.0
5187,47.0,1734.0,453.0
5188,52.0,2511.0,587.0
5189,51.0,2010.0,460.0
5190,47.0,1648.0,346.0
5191,45.0,1667.0,399.0
5192,46.0,1528.0,391.0
5193,46.0,2312.0,625.0
5194,48.0,1614.0,320.0
5195,44.0,2067.0,385.0
5196,49.0,2334.0,
5197,43.0,2122.0,524.0
5198,52.0,427.0,92.0
5199,42.0,2043.0,512.0
5200,36.0,1083.0,342.0
5201,40.0,2323.0,661.0
5202,38.0,1400.0,376.0
5203,35.0,1819.0,499.0
5204,38.0,2365.0,638.0
5205,43.0,1350.0,287.0
5206,46.0,2437.0,502.0
5207,49.0,1609.0,371.0
5208,50.0,,
5209,49.0,1295.0,276.0
5210,47.0,1927.0,561.0
5211,43.0,1356.0,333.0
5212,41.0,1425.0,285.0
5213,44.0,1944.0,458.0
5214,35.0,1627.0,838.0
5215,39.0,1155.0,433.0
5216,41.0,659.0,291.0
5217,40.0,907.0,349.0
5218,48.0,1353.0,488.0
5219,50.0,1757.0,522.0
5220,51.0,1005.0,314.0
5221,39.0,993.0,506.0
5222,38.0,1864.0,515.0
5223,35.0,2007.0,
5224,26.0,1809.0,640.0
5225,33.0,2691.0,726.0
5226,29.0,,578.0
5227,29.0,2438.0,867.0
5228,31.0,2206.0,501.0
5229,52.0,1277.0,285.0
5230,24.0,2092.0,585.0
5231,37.0,1470.0,399.0
5232,37.0,2338.0,686.0
5233,44.0,1941.0,579.0
5234,41.0,1653.0,426.0
5235,35.0,1090.0,345.0
5236,31.0,700.0,299.0
5237,32.0,432.0,182.0
5238,42.0,1680.0,557.0
5239,45.0,943.0,289.0
5240,42.0,907.0,378.0
5241,29.0,3544.0,1384.0
5242,38.0,1501.0,437.0
5243,22.0,3313.0,1235.0
5244,27.0,1084.0,287.0
5245,46.0,2173.0,510.0
5246,52.0,1902.0,406.0
5247,52.0,1173.0,284.0
5248,44.0,1555.0,324.0
5249,45.0,1423.0,278.0
5250,52.0,1832.0,441.0
5251,47.0,2241.0,559.0
5252,40.0,1695.0,374.0
5253,47.0,1315.0,
5254,37.0,2781.0,766.0
5255,34.0,2041.0,517.0
5256,23.0,1703.0,397.0
5257,46.0,1976.0,469.0
5258,49.0,2120.0,483.0
5259,21.0,1641.0,491.0
5260,34.0,3184.0,772.0
5261,31.0,1933.0,478.0
5262,29.0,515.0,229.0
5263,50.0,395.0,232.0
5264,51.0,1280.0,422.0
5265,19.0,460.0,241.0
5266,24.0,1283.0,545.0
5267,25.0,1582.0,780.0
5268,20.0,1193.0,454.0
5269,44.0,1273.0,474.0
5270,41.0,1933.0,791.0
5271,40.0,2118.0,796.0
5272,48.0,1521.0,513.0
5273,39.0,2004.0,633.0
5274,52.0,281.0,103.0
5275,40.0,561.0,284.0
5276,26.0,2107.0,809.0
5277,25.0,1407.0,550.0
5278,50.0,180.0,89.0
5279,52.0,142.0,47.0
5280,49.0,299.0,90.0
5281,52.0,1274.0,418.0
5282,32.0,1375.0,448.0
5283,38.0,980.0,285.0
5284,38.0,,349.0
5285,40.0,1259.0,362.0
5286,37.0,1551.0,501.0
5287,48.0,1465.0,440.0
5288,46.0,1249.0,357.0
5289,41.0,848.0,323.0
5290,39.0,698.0,232.0
5291,35.0,1368.0,486.0
5292,33.0,1676.0,525.0
5293,28.0,481.0,
5294,32.0,1311.0,410.0
5295,48.0,542.0,150.0
5296,48.0,396.0,99.0
5297,43.0,1456.0,444.0
5298,31.0,1301.0,403.0
5299,30.0,405.0,86.0
5300,45.0,782.0,270.0
5301,36.0,879.0,262.0
5302,43.0,1429.0,386.0
5303,43.0,1575.0,475.0
5304,30.0,962.0,291.0
5305,38.0,,208.0
5306,47.0,1269.0,323.0
5307,37.0,2451.0,668.0
5308,42.0,990.0,289.0
5309,46.0,879.0,253.0
5310,21.0,1314.0,375.0
5311,35.0,1193.0,355.0
5312,35.0,1672.0,556.0
5313,47.0,921.0,264.0
5314,43.0,1235.0,385.0
5315,46.0,1748.0,428.0
5316,48.0,1869.0,461.0
5317,47.0,780.0,237.0
5318,43.0,2179.0,682.0
5319,41.0,1733.0,492.0
5320,36.0,1033.0,267.0
5321,36.0,1176.0,309.0
5322,32.0,,342.0
5323,41.0,1768.0,475.0
5324,34.0,1905.0,552.0
5325,23.0,588.0,157.0
5326,43.0,863.0,206.0
5327,29.0,1419.0,363.0
5328,38.0,1715.0,414.0
5329,44.0,448.0,116.0
5330,41.0,1425.0,372.0
5331,42.0,2261.0,574.0
5332,39.0,1274.0,319.0
5333,27.0,1611.0,479.0
5334,37.0,2615.0,697.0
5335,40.0,2099.0,599.0
5336,43.0,1638.0,434.0
5337,43.0,1258.0,381.0
5338,47.0,1865.0,465.0
5339,36.0,2016.0,505.0
5340,30.0,504.0,140.0
5341,,932.0,294.0
5342,38.0,1407.0,447.0
5343,46.0,441.0,167.0
5344,46.0,1098.0,426.0
5345,40.0,885.0,312.0
5346,48.0,4217.0,1095.0
5347,27.0,2190.0,626.0
5348,26.0,2001.0,582.0
5349,42.0,2386.0,670.0
5350,35.0,1147.0,290.0
5351,50.0,1463.0,354.0
5352,41.0,1046.0,216.0
5353,43.0,2255.0,533.0
5354,39.0,2073.0,566.0
5355,46.0,2217.0,489.0
5356,48.0,2544.0,532.0
5357,52.0,2547.0,475.0
5358,52.0,1793.0,350.0
5359,42.0,814.0,223.0
5360,50.0,2238.0,673.0
5361,52.0,1743.0,421.0
5362,52.0,1908.0,428.0
5363,52.0,1444.0,343.0
5364,34.0,2305.0,775.0
5365,46.0,1650.0,463.0
5366,6.0,1487.0,468.0
5367,39.0,751.0,207.0
5368,30.0,1385.0,518.0
5369,50.0,2601.0,794.0
5370,43.0,713.0,245.0
5371,52.0,795.0,308.0
5372,48.0,483.0,190.0
5373,38.0,3335.0,921.0
5374,42.0,1534.0,417.0
5375,42.0,855.0,284.0
5376,44.0,2636.0,725.0
5377,48.0,1514.0,376.0
5378,44.0,1753.0,387.0
5379,41.0,1807.0,493.0
5380,52.0,1319.0,295.0
5381,40.0,1131.0,281.0
5382,52.0,1420.0,355.0
5383,52.0,2579.0,494.0
5384,52.0,1686.0,377.0
5385,52.0,1296.0,246.0
5386,52.0,1542.0,309.0
5387,52.0,1718.0,354.0
5388,52.0,1630.0,379.0
5389,52.0,2709.0,642.0
5390,47.0,1551.0,362.0
5391,48.0,2235.0,433.0
5392,47.0,1525.0,359.0
5393,45.0,1489.0,339.0
5394,44.0,1703.0,358.0
5395,46.0,2608.0,636.0
5396,47.0,2637.0,588.0
5397,47.0,2212.0,533.0
5398,46.0,2577.0,703.0
5399,46.0,2198.0,530.0
5400,52.0,1283.0,342.0
5401,49.0,2174.0,481.0
5402,46.0,1211.0,321.0
5403,52.0,,645.0
5404,50.0,1655.0,256.0
5405,48.0,1949.0,308.0
5406,50.0,1842.0,377.0
5407,47.0,1745.0,371.0
5408,,2223.0,361.0
5409,47.0,1320.0,259.0
5410,42.0,2043.0,378.0
5411,44.0,,913.0
5412,43.0,2227.0,564.0
5413,44.0,1762.0,463.0
5414,44.0,2182.0,492.0
5415,50.0,3250.0,693.0
5416,50.0,2189.0,460.0
5417,47.0,1671.0,388.0
5418,47.0,825.0,187.0
5419,24.0,873.0,320.0
5420,43.0,2028.0,479.0
5421,49.0,1407.0,269.0
5422,44.0,1918.0,387.0
5423,46.0,1582.0,315.0
5424,48.0,2009.0,335.0
5425,48.0,1260.0,284.0
5426,43.0,1257.0,232.0
5427,43.0,2224.0,550.0
5428,46.0,1217.0,322.0
5429,47.0,949.0,210.0
5430,40.0,1298.0,277.0
5431,47.0,1528.0,331.0
5432,46.0,1611.0,339.0
5433,28.0,3889.0,1199.0
5434,32.0,1784.0,489.0
5435,38.0,3063.0,796.0
5436,48.0,2225.0,433.0
5437,46.0,2126.0,409.0
5438,47.0,2183.0,380.0
5439,47.0,2512.0,461.0
5440,34.0,397.0,132.0
5441,44.0,1448.0,314.0
5442,52.0,1778.0,320.0
5443,49.0,1412.0,333.0
5444,30.0,,931.0
5445,44.0,2526.0,579.0
5446,47.0,1830.0,369.0
5447,46.0,3745.0,798.0
5448,33.0,3140.0,466.0
5449,33.0,2263.0,430.0
5450,31.0,1893.0,
5451,11.0,1249.0,313.0
5452,35.0,1359.0,359.0
5453,37.0,4291.0,1102.0
5454,38.0,2318.0,735.0
5455,,1527.0,246.0
5456,34.0,3978.0,1073.0
5457,34.0,5218.0,1576.0
5458,27.0,3358.0,1069.0
5459,,3246.0,601.0
5460,35.0,3776.0,
5461,28.0,3085.0,621.0
5462,35.0,1138.0,304.0
5463,37.0,1971.0,513.0
5464,39.0,979.0,235.0
5465,41.0,1582.0,416.0
5466,43.0,1902.0,398.0
5467,44.0,1458.0,326.0
5468,43.0,1534.0,384.0
5469,44.0,1597.0,388.0
5470,45.0,1701.0,452.0
5471,44.0,222.0,54.0
5472,49.0,857.0,196.0
5473,,1837.0,426.0
5474,52.0,1607.0,331.0
5475,,1985.0,454.0
5476,52.0,1975.0,379.0
5477,49.0,1993.0,446.0
5478,44.0,2261.0,555.0
5479,48.0,1124.0,231.0
5480,52.0,1371.0,315.0
5481,48.0,2010.0,445.0
5482,48.0,1998.0,410.0
5483,44.0,1242.0,270.0
5484,42.0,2833.0,768.0
5485,46.0,1118.0,300.0
5486,39.0,1306.0,345.0
5487,47.0,865.0,193.0
5488,45.0,1720.0,416.0
5489,19.0,883.0,313.0
5490,30.0,1162.0,318.0
5491,31.0,1068.0,271.0
5492,31.0,2017.0,566.0
5493,35.0,2305.0,634.0
5494,43.0,2660.0,672.0
5495,46.0,1425.0,317.0
5496,44.0,1521.0,289.0
5497,42.0,944.0,200.0
5498,50.0,2270.0,451.0
5499,52.0,1595.0,325.0
5500,47.0,2066.0,422.0
5501,52.0,1629.0,277.0
5502,48.0,1541.0,314.0
5503,41.0,1353.0,286.0
5504,50.0,1843.0,326.0
5505,43.0,1823.0,358.0
5506,44.0,1558.0,333.0
5507,44.0,2490.0,430.0
5508,43.0,2104.0,393.0
5509,43.0,2118.0,569.0
5510,43.0,2149.0,493.0
5511,46.0,1686.0,303.0
5512,48.0,2015.0,356.0
5513,48.0,3139.0,587.0
5514,36.0,1717.0,417.0
5515,43.0,2009.0,442.0
5516,39.0,2802.0,618.0
5517,41.0,1175.0,340.0
5518,34.0,2074.0,562.0
5519,34.0,2771.0,802.0
5520,31.0,4022.0,1208.0
5521,47.0,2112.0,417.0
5522,52.0,2523.0,460.0
5523,47.0,1586.0,322.0
5524,47.0,2005.0,392.0
5525,30.0,1702.0,443.0
5526,30.0,1966.0,584.0
5527,38.0,1454.0,323.0
5528,41.0,656.0,162.0
5529,43.0,1240.0,312.0
5530,45.0,1696.0,424.0
5531,39.0,2062.0,588.0
5532,44.0,1722.0,457.0
5533,43.0,762.0,206.0
5534,46.0,1295.0,351.0
5535,44.0,1246.0,308.0
5536,46.0,1521.0,352.0
5537,46.0,1086.0,249.0
5538,45.0,1546.0,371.0
5539,40.0,2180.0,642.0
5540,39.0,2569.0,688.0
5541,38.0,1819.0,497.0
5542,38.0,977.0,295.0
5543,42.0,796.0,203.0
5544,37.0,1812.0,500.0
5545,47.0,1504.0,374.0
5546,40.0,1475.0,347.0
5547,39.0,1255.0,323.0
5548,52.0,1331.0,346.0
5549,34.0,1462.0,394.0
5550,38.0,1126.0,270.0
5551,34.0,1040.0,276.0
5552,39.0,1529.0,358.0
5553,38.0,1387.0,346.0
5554,44.0,1513.0,369.0
5555,39.0,1542.0,375.0
5556,37.0,1625.0,383.0
5557,42.0,1604.0,399.0
5558,40.0,2044.0,538.0
5559,42.0,1206.0,304.0
5560,39.0,882.0,221.0
5561,23.0,1983.0,611.0
5562,35.0,1401.0,362.0
5563,32.0,721.0,205.0
5564,39.0,1340.0,409.0
5565,40.0,2808.0,695.0
5566,39.0,1701.0,428.0
5567,43.0,1201.0,292.0
5568,34.0,1089.0,278.0
5569,35.0,2073.0,494.0
5570,43.0,1156.0,291.0
5571,30.0,1041.0,275.0
5572,38.0,637.0,204.0
5573,41.0,835.0,208.0
5574,40.0,935.0,226.0
5575,34.0,987.0,248.0
5576,34.0,1261.0,315.0
5577,29.0,1579.0,351.0
5578,35.0,1405.0,326.0
5579,45.0,1080.0,218.0
5580,44.0,1771.0,378.0
5581,44.0,1481.0,329.0
5582,44.0,1103.0,265.0
5583,37.0,1002.0,
5584,41.0,1510.0,410.0
5585,38.0,1314.0,318.0
5586,44.0,795.0,181.0
5587,35.0,1562.0,403.0
5588,41.0,570.0,135.0
5589,34.0,721.0,165.0
5590,37.0,973.0,221.0
5591,36.0,1467.0,369.0
5592,36.0,1102.0,247.0
5593,42.0,1433.0,295.0
5594,42.0,657.0,147.0
5595,40.0,1076.0,244.0
5596,36.0,1465.0,346.0
5597,43.0,1309.0,344.0
5598,30.0,1764.0,397.0
5599,39.0,2078.0,561.0
5600,21.0,847.0,278.0
5601,32.0,1381.0,375.0
5602,9.0,456.0,130.0
5603,44.0,1631.0,338.0
5604,42.0,1898.0,460.0
5605,43.0,2021.0,379.0
5606,47.0,1782.0,338.0
5607,41.0,936.0,257.0
5608,40.0,1935.0,461.0
5609,41.0,896.0,198.0
5610,38.0,2073.0,500.0
5611,39.0,1274.0,282.0
5612,43.0,269.0,74.0
5613,45.0,529.0,112.0
5614,52.0,117.0,33.0
5615,44.0,1463.0,312.0
5616,43.0,1113.0,378.0
5617,43.0,793.0,
5618,37.0,2667.0,671.0
5619,40.0,1193.0,280.0
5620,37.0,649.0,147.0
5621,36.0,2316.0,543.0
5622,21.0,1260.0,342.0
5623,28.0,2136.0,
5624,37.0,441.0,125.0
5625,25.0,764.0,200.0
5626,40.0,975.0,270.0
5627,36.0,2452.0,734.0
5628,42.0,819.0,233.0
5629,37.0,869.0,241.0
5630,34.0,796.0,180.0
5631,37.0,1027.0,258.0
5632,32.0,779.0,201.0
5633,42.0,380.0,106.0
5634,39.0,1215.0,273.0
5635,39.0,1141.0,258.0
5636,35.0,1090.0,267.0
5637,36.0,1110.0,
5638,30.0,940.0,211.0
5639,36.0,501.0,123.0
5640,39.0,2065.0,532.0
5641,32.0,1063.0,282.0
5642,29.0,6447.0,1012.0
5643,32.0,5578.0,753.0
5644,27.0,2089.0,303.0
5645,27.0,10806.0,1440.0
5646,27.0,1613.0,200.0
5647,20.0,10722.0,1617.0
