Id,population,households,median_income,median_house_value
4673,1460.0,644.0,1.4005,193800.0
4674,2655.0,1083.0,1.6331,162500.0
4675,1445.0,579.0,2.1403,200000.0
4676,691.0,278.0,2.1866,250000.0
4677,482.0,134.0,1.625,
4678,2626.0,775.0,1.8214,211100.0
4679,891.0,265.0,1.8977,100000.0
4680,835.0,312.0,1.8576,193800.0
4681,626.0,185.0,2.0341,250000.0
4682,332.0,112.0,2.5556,175000.0
4683,1957.0,633.0,1.7325,221900.0
4684,1976.0,653.0,2.0557,225000.0
4685,597.0,227.0,1.5284,200000.0
4686,2197.0,836.0,1.8277,137500.0
4687,756.0,273.0,2.2311,206300.0
4688,3432.0,1174.0,1.7083,166700.0
4689,3953.0,1223.0,1.8156,218800.0
4690,1506.0,360.0,1.2412,216700.0
4691,2717.0,853.0,1.7641,250000.0
4692,1964.0,839.0,1.9297,203300.0
4693,2991.0,1021.0,1.7514,187500.0
4694,3155.0,927.0,2.2612,230400.0
4695,744.0,274.0,2.7054,162500.0
4696,2254.0,739.0,2.3317,172500.0
4697,664.0,194.0,3.0357,175000.0
4698,1941.0,614.0,1.9835,225000.0
4699,1974.0,597.0,1.9766,112500.0
4700,3441.0,912.0,2.0467,158300.0
4701,3548.0,1008.0,2.0132,198400.0
4702,586.0,151.0,1.8056,262500.0
4703,984.0,353.0,1.9063,261600.0
4704,3906.0,1102.0,2.1927,253300.0
4705,2860.0,862.0,1.4497,205600.0
4706,2178.0,635.0,2.0307,226700.0
4707,2446.0,689.0,2.1524,187500.0
4708,3678.0,1141.0,2.0,240600.0
4709,2500.0,813.0,1.5195,218200.0
4710,2297.0,726.0,1.676,208800.0
4711,2595.0,819.0,2.0044,212500.0
4712,2548.0,763.0,1.879,218800.0
4713,416.0,138.0,3.6953,200000.0
4714,340.0,127.0,1.4375,165000.0
4715,1514.0,542.0,1.9911,220000.0
4716,1733.0,766.0,2.3568,204700.0
4717,1691.0,841.0,2.2,210000.0
4718,1584.0,841.0,3.1078,346700.0
4719,849.0,466.0,3.2946,321600.0
4720,547.0,178.0,10.3661,500001.0
4721,921.0,478.0,2.8021,280600.0
4722,514.0,204.0,3.8472,395700.0
4723,908.0,375.0,3.8141,342000.0
4724,1228.0,605.0,2.5982,315800.0
4725,727.0,355.0,4.5833,333900.0
4726,794.0,451.0,3.2824,304800.0
4727,575.0,251.0,3.125,380400.0
4728,671.0,439.0,3.5083,500001.0
4729,1345.0,775.0,3.2426,442900.0
4730,1460.0,423.0,2.2422,254500.0
4731,2189.0,720.0,1.7542,287500.0
4732,1250.0,525.0,2.4196,358100.0
4733,1264.0,450.0,2.7543,220000.0
4734,754.0,297.0,3.37,330300.0
4735,1053.0,434.0,4.1429,380300.0
4736,3326.0,970.0,1.8771,247500.0
4737,1502.0,450.0,2.1766,
4738,1603.0,518.0,2.8971,251100.0
4739,1868.0,497.0,2.7038,227100.0
4740,557.0,170.0,1.525,210000.0
4741,2795.0,858.0,1.8495,212500.0
4742,1774.0,559.0,1.5685,225000.0
4743,3646.0,1028.0,2.3846,258300.0
4744,2635.0,763.0,2.4,173900.0
4745,445.0,140.0,1.9286,137500.0
4746,843.0,391.0,11.615,500001.0
4747,1468.0,632.0,8.5136,500001.0
4748,2701.0,1500.0,,500001.0
4749,1361.0,620.0,6.5195,500001.0
4750,870.0,474.0,7.1134,416700.0
4751,1863.0,957.0,8.5842,500001.0
4752,1129.0,745.0,2.5588,500001.0
4753,100.0,47.0,15.0001,500001.0
4754,975.0,525.0,9.3092,500001.0
4755,1776.0,880.0,8.944,500001.0
4756,230.0,125.0,4.3214,500001.0
4757,1061.0,577.0,2.9643,355300.0
4758,1557.0,763.0,1.9937,367100.0
4759,1258.0,650.0,3.9783,374100.0
4760,1224.0,,3.2149,300000.0
4761,1059.0,689.0,2.8942,500001.0
4762,1265.0,455.0,3.3864,397900.0
4763,600.0,253.0,5.7524,393600.0
4764,543.0,213.0,6.0338,423700.0
4765,,563.0,3.6579,318600.0
4766,689.0,208.0,4.0721,350000.0
4767,1082.0,510.0,6.4459,421600.0
4768,1364.0,707.0,5.7778,412700.0
4769,1859.0,1030.0,2.978,306800.0
4770,514.0,213.0,4.2019,352100.0
4771,775.0,332.0,5.4122,397500.0
4772,787.0,388.0,4.5781,360500.0
4773,1227.0,567.0,4.0602,324000.0
4774,793.0,418.0,4.7132,304600.0
4775,1066.0,438.0,3.0958,210900.0
4776,633.0,235.0,2.3421,200000.0
4777,2004.0,,2.7875,217300.0
4778,589.0,286.0,4.1667,344800.0
4779,1559.0,710.0,3.9674,268800.0
4780,1480.0,597.0,2.3333,196500.0
4781,1048.0,491.0,3.7847,252300.0
4782,669.0,333.0,3.6434,278800.0
4783,2652.0,788.0,3.8448,241400.0
4784,439.0,201.0,4.625,230800.0
4785,1783.0,861.0,2.9709,225000.0
4786,994.0,260.0,2.3816,166700.0
4787,1069.0,363.0,2.4375,203300.0
4788,910.0,252.0,3.5039,187500.0
4789,1016.0,296.0,2.3913,198800.0
4790,2823.0,765.0,2.0214,170500.0
4791,673.0,202.0,2.625,187500.0
4792,1795.0,422.0,1.7016,160000.0
4793,2899.0,792.0,2.5521,157500.0
4794,2587.0,814.0,2.7179,184300.0
4795,982.0,372.0,2.9423,200000.0
4796,2328.0,746.0,2.6178,203100.0
4797,658.0,244.0,3.2386,185000.0
4798,1692.0,450.0,1.87,170800.0
4799,1454.0,440.0,3.1607,182000.0
4800,938.0,482.0,2.4429,228800.0
4801,1934.0,818.0,2.875,213500.0
4802,1568.0,510.0,2.7366,169100.0
4803,2862.0,1009.0,2.4677,219200.0
4804,1586.0,445.0,1.9722,156300.0
4805,397.0,114.0,3.1944,143800.0
4806,86.0,24.0,4.9844,187500.0
4807,65.0,24.0,4.025,137500.0
4808,913.0,234.0,2.6442,136100.0
4809,1500.0,430.0,2.6923,150000.0
4810,1680.0,441.0,2.6051,155500.0
4811,957.0,418.0,3.5603,210000.0
4812,32.0,17.0,3.75,241700.0
4813,1121.0,374.0,2.1108,200000.0
4814,2104.0,662.0,2.6136,169200.0
4815,1919.0,613.0,2.6336,174300.0
4816,1211.0,417.0,2.935,189400.0
4817,2183.0,675.0,1.7945,166700.0
4818,1992.0,557.0,2.5428,167800.0
4819,1728.0,682.0,3.1864,189800.0
4820,2699.0,792.0,1.9209,179200.0
4821,2371.0,648.0,2.4038,181700.0
4822,701.0,189.0,2.7625,232100.0
4823,2033.0,544.0,1.9028,217900.0
4824,1275.0,306.0,2.0,175000.0
4825,87.0,25.0,1.5491,225000.0
4826,249.0,82.0,1.6136,137500.0
4827,4332.0,1286.0,2.2545,192500.0
4828,801.0,218.0,2.3942,133300.0
4829,970.0,263.0,1.875,150000.0
4830,573.0,131.0,1.8173,154200.0
4831,2105.0,503.0,1.9704,152100.0
4832,1055.0,263.0,2.3409,115500.0
4833,1405.0,328.0,2.4375,114000.0
4834,1688.0,367.0,1.9937,139600.0
4835,2203.0,500.0,2.2708,159600.0
4836,1347.0,299.0,2.2907,133900.0
4837,3163.0,802.0,1.9495,173200.0
4838,1668.0,378.0,2.5343,138200.0
4839,1699.0,424.0,2.2222,126000.0
4840,1205.0,403.0,4.239,213000.0
4841,3062.0,764.0,2.6806,153000.0
4842,1171.0,345.0,1.6118,138500.0
4843,1780.0,391.0,2.4632,144200.0
4844,1961.0,506.0,1.9881,159200.0
4845,2059.0,498.0,2.0133,145800.0
4846,1079.0,245.0,1.7463,158300.0
4847,1198.0,274.0,2.1333,160200.0
4848,1848.0,439.0,2.4135,167200.0
4849,1452.0,371.0,1.7292,191700.0
4850,1486.0,389.0,2.3859,153100.0
4851,1312.0,323.0,1.9375,168800.0
4852,1580.0,394.0,1.8781,147500.0
4853,2881.0,800.0,2.1696,170800.0
4854,2484.0,601.0,3.1146,142500.0
4855,318.0,92.0,1.3125,145800.0
4856,1069.0,284.0,3.3977,153800.0
4857,2747.0,674.0,2.6226,148800.0
4858,1605.0,384.0,3.3785,184900.0
4859,2043.0,537.0,1.9706,144200.0
4860,921.0,369.0,4.875,200400.0
4861,763.0,412.0,4.975,166700.0
4862,1215.0,577.0,4.7853,153100.0
4863,435.0,235.0,4.9231,230900.0
4864,2230.0,549.0,2.9167,129300.0
4865,1487.0,374.0,1.9038,139500.0
4866,2128.0,650.0,3.0241,166300.0
4867,1152.0,348.0,3.375,169600.0
4868,1133.0,351.0,2.5132,163100.0
4869,1345.0,346.0,2.375,175000.0
4870,1093.0,333.0,3.1442,162100.0
4871,3097.0,780.0,2.5523,156500.0
4872,3212.0,793.0,2.2348,146600.0
4873,1164.0,289.0,2.9939,135500.0
4874,1475.0,377.0,2.3281,151900.0
4875,1338.0,352.0,3.2031,144600.0
4876,731.0,179.0,3.2279,158500.0
4877,936.0,228.0,3.375,147500.0
4878,2218.0,621.0,2.6842,156000.0
4879,1510.0,467.0,3.4952,150000.0
4880,925.0,50.0,3.5769,135700.0
4881,814.0,241.0,3.875,148500.0
4882,2189.0,577.0,2.6083,148600.0
4883,748.0,163.0,1.9762,137500.0
4884,3020.0,594.0,1.1868,93800.0
4885,533.0,132.0,2.2961,112500.0
4886,1441.0,337.0,2.1136,111800.0
4887,728.0,174.0,2.4886,137500.0
4888,1435.0,305.0,1.6667,133600.0
4889,2883.0,674.0,2.0885,142800.0
4890,276.0,64.0,3.2125,125000.0
4891,401.0,86.0,2.1029,109400.0
4892,1152.0,149.0,2.3611,
4893,41.0,10.0,10.2264,112500.0
4894,1668.0,444.0,1.0714,137500.0
4895,434.0,123.0,2.095,109100.0
4896,1132.0,338.0,2.2344,153100.0
4897,928.0,290.0,3.1654,155000.0
4898,1640.0,434.0,1.6122,157100.0
4899,694.0,236.0,1.3846,129200.0
4900,1358.0,285.0,2.52,131900.0
4901,1485.0,345.0,1.9271,136400.0
4902,2868.0,625.0,2.121,144000.0
4903,1279.0,303.0,1.9615,141700.0
4904,1354.0,321.0,1.9205,121900.0
4905,1085.0,273.0,1.7054,117200.0
4906,2490.0,581.0,2.02,147200.0
4907,1887.0,407.0,2.625,150000.0
4908,1084.0,259.0,2.7708,127900.0
4909,1178.0,245.0,2.1058,124300.0
4910,1526.0,385.0,2.29,121800.0
4911,1194.0,239.0,2.1806,134900.0
4912,1322.0,281.0,1.9688,150000.0
4913,1036.0,249.0,2.1071,136700.0
4914,851.0,231.0,3.2639,142600.0
4915,1223.0,297.0,2.07,136300.0
4916,1629.0,379.0,3.7619,127600.0
4917,1849.0,445.0,2.3716,122800.0
4918,1419.0,373.0,1.8224,143800.0
4919,2003.0,478.0,2.181,147200.0
4920,1998.0,515.0,1.6888,125000.0
4921,547.0,218.0,1.0333,135400.0
4922,2097.0,480.0,2.1862,135300.0
4923,881.0,252.0,2.2454,165000.0
4924,1557.0,352.0,2.8,148400.0
4925,3199.0,727.0,1.6319,151600.0
4926,1153.0,281.0,2.1923,155000.0
4927,1667.0,409.0,1.9402,139300.0
4928,930.0,226.0,2.5455,114300.0
4929,1417.0,325.0,1.4189,141700.0
4930,1598.0,372.0,1.2,
4931,2468.0,707.0,1.5163,115000.0
4932,1844.0,477.0,1.9405,152500.0
4933,1499.0,346.0,2.2788,139600.0
4934,888.0,218.0,1.8125,139600.0
4935,1893.0,456.0,2.6573,141800.0
4936,1718.0,403.0,2.5268,141100.0
4937,547.0,121.0,2.2083,146300.0
4938,872.0,231.0,2.2656,145000.0
4939,1150.0,322.0,1.925,135200.0
4940,1411.0,301.0,2.75,146000.0
4941,813.0,203.0,2.3472,
4942,1776.0,377.0,2.7266,140800.0
4943,730.0,174.0,1.4115,140600.0
4944,872.0,188.0,2.6875,129700.0
4945,3260.0,721.0,2.3575,144800.0
4946,2419.0,598.0,2.3944,130700.0
4947,35.0,9.0,1.625,175000.0
4948,548.0,119.0,3.7543,126600.0
4949,55.0,7.0,7.5752,67500.0
4950,2123.0,487.0,1.3615,133300.0
4951,346.0,251.0,2.5313,225000.0
4952,1823.0,669.0,0.8288,181300.0
4953,171.0,92.0,1.0769,112500.0
4954,435.0,193.0,1.1979,350000.0
4955,1074.0,517.0,1.0227,87500.0
4956,3325.0,978.0,1.7395,162500.0
4957,2232.0,1605.0,0.6775,350000.0
4958,1086.0,997.0,0.8131,275000.0
4959,1673.0,1088.0,5.3081,287500.0
4960,41.0,27.0,4.0972,500001.0
4961,1051.0,473.0,2.462,162500.0
4962,249.0,57.0,1.7763,312500.0
4963,490.0,105.0,1.4886,175000.0
4964,1150.0,263.0,1.8625,131300.0
4965,2382.0,587.0,1.8438,185900.0
4966,995.0,249.0,2.2607,165600.0
4967,763.0,214.0,2.5227,187500.0
4968,1174.0,300.0,2.345,225000.0
4969,3974.0,1189.0,1.5854,87500.0
4970,1593.0,407.0,2.3438,213300.0
4971,2188.0,764.0,1.5885,154200.0
4972,1239.0,320.0,2.3438,152100.0
4973,2071.0,598.0,2.1135,152500.0
4974,2013.0,614.0,1.9818,208300.0
4975,1533.0,430.0,2.3981,183300.0
4976,1111.0,314.0,1.9233,207100.0
4977,2642.0,1182.0,,216700.0
4978,2226.0,792.0,2.2552,265900.0
4979,1684.0,489.0,2.3636,190000.0
4980,7221.0,2902.0,2.0173,177500.0
4981,2251.0,763.0,1.1642,400000.0
4982,3051.0,1000.0,1.7199,175000.0
4983,3915.0,1137.0,1.1346,137500.0
4984,3723.0,1036.0,1.3241,112500.0
4985,1172.0,319.0,1.494,187500.0
4986,1204.0,321.0,1.4904,275000.0
4987,3707.0,1012.0,1.7238,110000.0
4988,1122.0,248.0,2.7634,137500.0
4989,2081.0,724.0,0.9563,275000.0
4990,2309.0,581.0,1.6184,225000.0
4991,990.0,354.0,1.1122,187500.0
4992,3795.0,1179.0,1.2254,162500.0
4993,2796.0,784.0,1.7866,325000.0
4994,1685.0,541.0,1.5727,225000.0
4995,2079.0,598.0,1.4615,275000.0
4996,2510.0,652.0,1.6355,162500.0
4997,2931.0,702.0,1.4413,158900.0
4998,2260.0,614.0,1.3,162500.0
4999,1805.0,375.0,1.4801,212500.0
5000,1406.0,307.0,1.3169,112500.0
5001,2158.0,682.0,1.7038,118100.0
5002,751.0,189.0,1.8304,225000.0
5003,1194.0,365.0,1.2012,275000.0
5004,861.0,311.0,8.8062,500001.0
5005,693.0,218.0,15.0001,500001.0
5006,813.0,265.0,15.0001,500001.0
5007,531.0,161.0,15.0001,500001.0
5008,883.0,281.0,7.4574,500001.0
5009,707.0,290.0,3.4812,432800.0
5010,987.0,329.0,1.6806,316700.0
5011,2465.0,1008.0,2.5386,290600.0
5012,1704.0,761.0,2.0185,141700.0
5013,634.0,,1.6406,300000.0
5014,2660.0,1004.0,2.3567,253100.0
5015,3920.0,1304.0,1.925,300000.0
5016,1793.0,556.0,2.4348,230600.0
5017,7443.0,2406.0,1.8238,237500.0
5018,2660.0,740.0,2.3375,282300.0
5019,2274.0,,3.425,281700.0
5020,2759.0,894.0,2.2364,305600.0
5021,1539.0,594.0,2.6218,350900.0
5022,2149.0,749.0,2.2653,445000.0
5023,967.0,359.0,11.2185,500001.0
5024,145.0,136.0,0.8804,450000.0
5025,578.0,204.0,5.7393,500001.0
5026,1420.0,664.0,3.5909,404500.0
5027,457.0,120.0,15.0001,500001.0
5028,4533.0,1822.0,2.3105,166700.0
5029,2535.0,1218.0,1.6987,412500.0
5030,3296.0,1462.0,2.2708,175000.0
5031,2919.0,1191.0,2.3674,500001.0
5032,1749.0,823.0,2.2094,75000.0
5033,2326.0,1055.0,1.9038,325000.0
5034,3727.0,1529.0,1.7365,112500.0
5035,5840.0,2374.0,1.8829,300000.0
5036,942.0,672.0,1.6953,150000.0
5037,6846.0,2156.0,1.5553,70000.0
5038,4137.0,1104.0,1.5954,187500.0
5039,2716.0,877.0,2.1637,350000.0
5040,2860.0,827.0,1.468,
5041,2235.0,697.0,1.9309,233300.0
5042,3906.0,1084.0,2.0332,270000.0
5043,3468.0,1335.0,1.8214,475000.0
5044,3720.0,1118.0,1.7896,322200.0
5045,1268.0,426.0,2.8202,500001.0
5046,4225.0,1472.0,1.6725,187500.0
5047,1351.0,589.0,2.0547,410000.0
5048,1920.0,756.0,,328900.0
5049,3107.0,993.0,2.0278,360000.0
5050,1639.0,567.0,1.9949,380000.0
5051,2224.0,674.0,3.5517,291500.0
5052,1654.0,569.0,4.125,436800.0
5053,1383.0,612.0,4.5918,337000.0
5054,737.0,248.0,8.3617,433800.0
5055,1868.0,502.0,3.375,257800.0
5056,1323.0,404.0,2.5284,226300.0
5057,1446.0,466.0,2.1736,171300.0
5058,976.0,302.0,1.5882,327300.0
5059,3480.0,1146.0,1.9923,250000.0
5060,1578.0,406.0,2.5313,305800.0
5061,1161.0,384.0,3.1406,417600.0
5062,2028.0,,1.9152,115600.0
5063,1605.0,545.0,1.721,214300.0
5064,582.0,223.0,2.2937,350000.0
5065,1845.0,485.0,2.1414,157700.0
5066,2034.0,633.0,2.2684,193800.0
5067,1615.0,540.0,1.3867,193800.0
5068,1325.0,439.0,1.5972,168800.0
5069,1664.0,501.0,1.9323,161100.0
5070,1987.0,589.0,2.096,187500.0
5071,5229.0,1534.0,1.847,250000.0
5072,1143.0,341.0,2.3864,350000.0
5073,4126.0,1200.0,2.053,229200.0
5074,714.0,293.0,4.6838,479000.0
5075,1030.0,412.0,4.89,500001.0
5076,894.0,345.0,4.1328,500001.0
5077,981.0,297.0,5.8632,450000.0
5078,495.0,167.0,10.586,500001.0
5079,688.0,196.0,15.0001,500001.0
5080,588.0,272.0,6.2223,500001.0
5081,1203.0,564.0,4.1618,500001.0
5082,971.0,510.0,5.5871,500001.0
5083,1186.0,704.0,3.2645,175000.0
5084,1135.0,576.0,3.1765,225000.0
5085,848.0,478.0,2.9621,175000.0
5086,434.0,232.0,3.6111,450000.0
5087,3359.0,2041.0,3.3594,287500.0
5088,512.0,397.0,4.0179,350000.0
5089,1157.0,809.0,3.5719,500001.0
5090,777.0,441.0,2.3375,355200.0
5091,,357.0,4.7019,411100.0
5092,1117.0,516.0,4.3667,405600.0
5093,944.0,435.0,3.4265,456900.0
5094,899.0,384.0,4.25,486900.0
5095,884.0,432.0,5.24,486400.0
5096,1045.0,619.0,3.201,287500.0
5097,870.0,546.0,3.1677,453400.0
5098,468.0,255.0,3.4286,474300.0
5099,1739.0,1191.0,3.3989,485000.0
5100,1897.0,1209.0,,375000.0
5101,1510.0,890.0,3.5573,500001.0
5102,1594.0,997.0,3.1766,225000.0
5103,1768.0,1245.0,2.4722,500001.0
5104,629.0,214.0,7.1669,500001.0
5105,1122.0,449.0,3.9167,321600.0
5106,826.0,377.0,3.5481,396000.0
5107,768.0,300.0,3.7167,327300.0
5108,1164.0,551.0,3.2411,250000.0
5109,716.0,309.0,3.7167,385000.0
5110,617.0,303.0,5.3819,440900.0
5111,1416.0,736.0,2.6781,328800.0
5112,1601.0,827.0,3.2279,400000.0
5113,1109.0,624.0,3.25,355000.0
5114,921.0,395.0,2.9605,500001.0
5115,333.0,151.0,4.5192,446000.0
5116,630.0,252.0,5.5596,500001.0
5117,991.0,574.0,3.1475,362500.0
5118,1676.0,876.0,2.7824,450000.0
5119,1987.0,1070.0,2.8233,310000.0
5120,1183.0,636.0,3.5556,500000.0
5121,1159.0,523.0,3.0862,345300.0
5122,671.0,219.0,3.825,278500.0
5123,539.0,222.0,4.005,275000.0
5124,1252.0,522.0,2.9883,296100.0
5125,832.0,411.0,5.0858,470000.0
5126,1121.0,400.0,4.0583,444300.0
5127,776.0,308.0,3.625,440900.0
5128,878.0,464.0,4.0217,500001.0
5129,728.0,363.0,3.3824,322600.0
5130,632.0,278.0,4.0625,295200.0
5131,956.0,370.0,3.2813,243600.0
5132,462.0,194.0,2.7917,242000.0
5133,946.0,409.0,3.3333,254700.0
5134,1724.0,758.0,3.0833,338100.0
5135,900.0,417.0,3.0707,417900.0
5136,724.0,311.0,5.7509,474100.0
5137,590.0,226.0,4.2404,351000.0
5138,526.0,214.0,4.4191,334100.0
5139,458.0,187.0,4.8958,333600.0
5140,1133.0,563.0,3.238,287500.0
5141,1632.0,784.0,3.0956,500001.0
5142,1533.0,594.0,2.5806,234100.0
5143,1374.0,469.0,2.0984,158000.0
5144,674.0,271.0,2.8793,202100.0
5145,1093.0,475.0,2.5658,252000.0
5146,905.0,443.0,2.8841,290800.0
5147,1130.0,,3.1944,213500.0
5148,723.0,285.0,2.2725,140600.0
5149,1065.0,409.0,3.6435,195800.0
5150,997.0,438.0,2.6654,259400.0
5151,2638.0,794.0,2.532,172700.0
5152,1140.0,313.0,2.2554,165000.0
5153,953.0,311.0,2.3526,156300.0
5154,955.0,239.0,2.913,192500.0
5155,2300.0,725.0,2.0706,268500.0
5156,1004.0,372.0,3.6373,420000.0
5157,1369.0,465.0,2.7409,167100.0
5158,2042.0,565.0,2.5955,139700.0
5159,2140.0,617.0,2.2254,127100.0
5160,1835.0,500.0,1.7014,123200.0
5161,1672.0,546.0,1.8685,150700.0
5162,668.0,297.0,3.0856,151600.0
5163,713.0,335.0,2.1711,179200.0
5164,993.0,405.0,2.3214,139400.0
5165,1052.0,379.0,3.5161,157000.0
5166,1019.0,372.0,2.3687,146800.0
5167,1017.0,359.0,2.1078,133500.0
5168,966.0,292.0,3.0694,122200.0
5169,2331.0,765.0,2.0538,125800.0
5170,1110.0,375.0,2.4635,169400.0
5171,537.0,183.0,1.9,110900.0
5172,1312.0,460.0,2.5625,138000.0
5173,987.0,337.0,2.6,171400.0
5174,784.0,356.0,1.6581,118800.0
5175,1203.0,427.0,1.9408,134600.0
5176,794.0,306.0,1.975,138100.0
5177,1161.0,393.0,2.5927,161500.0
5178,1714.0,582.0,1.7377,183900.0
5179,1400.0,426.0,2.628,251100.0
5180,1430.0,519.0,1.8333,151100.0
5181,1117.0,367.0,2.0259,168800.0
5182,544.0,223.0,2.8654,176800.0
5183,2221.0,801.0,2.1046,114000.0
5184,1911.0,688.0,1.9018,137500.0
5185,455.0,193.0,3.0132,223200.0
5186,1109.0,335.0,2.8971,127800.0
5187,1272.0,438.0,3.1731,121500.0
5188,1660.0,546.0,2.6098,127100.0
5189,1355.0,433.0,2.0304,133400.0
5190,1120.0,338.0,2.0042,114200.0
5191,928.0,375.0,1.8783,118200.0
5192,933.0,366.0,2.1979,125700.0
5193,1552.0,603.0,1.6429,125000.0
5194,684.0,318.0,4.2218,181000.0
5195,1046.0,441.0,3.5357,156900.0
5196,1334.0,447.0,1.89,124000.0
5197,1510.0,436.0,2.2273,123300.0
5198,233.0,116.0,3.25,134700.0
5199,1634.0,501.0,1.9928,125400.0
5200,1023.0,295.0,2.1324,143800.0
5201,1847.0,614.0,1.8316,113500.0
5202,1139.0,315.0,2.2368,120000.0
5203,1666.0,482.0,1.6452,125900.0
5204,2259.0,607.0,2.0879,120700.0
5205,811.0,307.0,3.3636,140900.0
5206,1151.0,477.0,2.4444,134100.0
5207,896.0,389.0,2.5156,136600.0
5208,685.0,260.0,3.1442,130300.0
5209,765.0,,3.4306,130200.0
5210,1349.0,508.0,1.3444,125000.0
5211,796.0,329.0,1.7159,189700.0
5212,838.0,296.0,3.9732,188400.0
5213,981.0,377.0,2.6154,193200.0
5214,3013.0,791.0,1.5565,152500.0
5215,1857.0,424.0,2.1696,153400.0
5216,1224.0,290.0,2.0817,132500.0
5217,1426.0,323.0,1.8571,143800.0
5218,1945.0,487.0,2.4359,123700.0
5219,2080.0,488.0,1.7225,180000.0
5220,1227.0,306.0,2.4297,162500.0
5221,1765.0,464.0,,121900.0
5222,1768.0,439.0,1.9336,190600.0
5223,1513.0,554.0,2.1162,229200.0
5224,2543.0,,2.3536,500000.0
5225,2390.0,681.0,2.4048,208300.0
5226,2070.0,570.0,2.0658,214600.0
5227,2114.0,753.0,0.8351,150000.0
5228,1194.0,,1.9531,227800.0
5229,954.0,334.0,2.5833,234600.0
5230,1757.0,538.0,1.7109,175000.0
5231,1579.0,390.0,2.006,150000.0
5232,2376.0,630.0,1.767,170300.0
5233,2049.0,535.0,2.0405,143000.0
5234,1868.0,393.0,1.78,162500.0
5235,1605.0,330.0,2.1518,152800.0
5236,1272.0,298.0,2.1542,128100.0
5237,702.0,186.0,2.1471,125000.0
5238,2099.0,526.0,1.9167,136400.0
5239,953.0,238.0,2.0673,
5240,822.0,288.0,1.2875,179200.0
5241,3323.0,1213.0,1.0219,258300.0
5242,1777.0,441.0,2.0848,135200.0
5243,2381.0,1063.0,0.7473,168800.0
5244,1085.0,279.0,2.135,119600.0
5245,1343.0,476.0,2.025,135500.0
5246,1233.0,385.0,2.8295,132200.0
5247,814.0,295.0,2.45,111400.0
5248,931.0,265.0,1.4712,105800.0
5249,822.0,276.0,2.4519,98100.0
5250,1186.0,420.0,1.2434,98400.0
5251,1775.0,504.0,2.1571,147900.0
5252,1138.0,357.0,2.7125,150000.0
5253,785.0,245.0,1.23,138400.0
5254,2586.0,729.0,1.8564,187500.0
5255,1479.0,495.0,2.1173,156600.0
5256,1333.0,361.0,1.3187,127100.0
5257,1409.0,431.0,2.2981,112100.0
5258,1522.0,416.0,1.85,116800.0
5259,1526.0,453.0,2.087,141300.0
5260,2474.0,705.0,1.631,137500.0
5261,1522.0,423.0,1.5781,119300.0
5262,2690.0,217.0,0.4999,500001.0
5263,948.0,243.0,1.7546,175000.0
5264,1560.0,381.0,1.7115,125000.0
5265,890.0,229.0,1.6089,
5266,1932.0,516.0,1.2969,160200.0
5267,2390.0,719.0,1.4167,200000.0
5268,1880.0,453.0,2.1806,180000.0
5269,1754.0,460.0,1.6037,275000.0
5270,3121.0,719.0,1.8539,147500.0
5271,2195.0,658.0,1.7976,164600.0
5272,1772.0,458.0,2.2232,162500.0
5273,3050.0,621.0,1.875,127300.0
5274,470.0,96.0,1.9375,38800.0
5275,662.0,205.0,0.9234,187500.0
5276,2821.0,572.0,0.844,350000.0
5277,1193.0,472.0,1.2989,225000.0
5278,356.0,76.0,2.1944,158300.0
5279,137.0,45.0,1.8333,312500.0
5280,287.0,68.0,1.2096,100000.0
5281,1655.0,368.0,2.1905,124000.0
5282,1698.0,432.0,1.6302,130700.0
5283,1308.0,310.0,1.5652,123100.0
5284,1786.0,340.0,2.131,136500.0
5285,1499.0,327.0,1.8382,126400.0
5286,2173.0,474.0,2.1667,117700.0
5287,1859.0,400.0,1.3134,96200.0
5288,1607.0,331.0,2.0703,114800.0
5289,1428.0,313.0,1.5603,109600.0
5290,1046.0,228.0,2.2356,119500.0
5291,2239.0,461.0,1.913,114300.0
5292,2564.0,515.0,2.1957,100800.0
5293,596.0,128.0,1.2396,90300.0
5294,1792.0,396.0,2.3304,119900.0
5295,571.0,114.0,1.8485,90600.0
5296,485.0,110.0,2.375,107500.0
5297,2098.0,433.0,1.8929,99200.0
5298,1952.0,377.0,2.1466,100800.0
5299,376.0,68.0,1.7813,127500.0
5300,1030.0,235.0,1.0898,93400.0
5301,1034.0,,1.2857,99300.0
5302,1412.0,354.0,1.3287,107200.0
5303,1980.0,469.0,1.7425,100500.0
5304,1280.0,263.0,1.4464,110200.0
5305,749.0,206.0,1.4653,118800.0
5306,1628.0,325.0,1.5089,115800.0
5307,2824.0,598.0,1.9074,99600.0
5308,1167.0,281.0,1.4524,126800.0
5309,1010.0,221.0,2.1776,118300.0
5310,1505.0,366.0,2.319,97200.0
5311,1784.0,341.0,1.8652,116100.0
5312,2106.0,519.0,1.2206,129200.0
5313,881.0,221.0,1.4327,114100.0
5314,1745.0,372.0,2.0817,113300.0
5315,1707.0,409.0,2.148,103800.0
5316,1834.0,441.0,1.7052,107400.0
5317,888.0,215.0,1.75,95800.0
5318,2624.0,609.0,1.8641,108200.0
5319,1776.0,453.0,1.6221,104200.0
5320,1112.0,229.0,1.7237,105800.0
5321,1267.0,292.0,1.6382,105000.0
5322,1292.0,304.0,1.5781,102900.0
